client_id,annual_income_k,credit_score,loan_approved,age,employment_years,region,debt_to_income_ratio
884,661.81,0.753,1,42,39,Москва,0.22155568772137743
885,907.92,0.94,1,53,12,Екатеринбург,0.11675819450965233
886,933.65,0.854,1,56,15,Екатеринбург,0.22861219870800592
887,648.15,0.793,1,36,31,Санкт-Петербург,0.2525068075551069
888,208.06,0.306,0,26,14,Казань,0.4405104495324026
889,230.16,0.481,0,27,11,Санкт-Петербург,0.6703570491320843
890,583.52,0.702,1,46,26,Санкт-Петербург,0.10626853377177335
891,197.55,0.12,0,61,27,Казань,0.40619929673047617
892,880.51,0.587,1,50,11,Москва,0.22446059581480524
893,925.6,0.7,1,28,38,Екатеринбург,0.2868840433685027
894,125.23,0.086,0,61,34,Санкт-Петербург,0.683650876594375
895,796.48,0.783,1,34,19,Казань,0.24700522982101975
896,190.26,0.164,0,59,6,Новосибирск,0.41457017732068807
897,228.26,0.086,0,39,38,Санкт-Петербург,0.7610168459371813
898,613.63,0.805,1,23,28,Екатеринбург,0.23385315916873153
899,262.81,0.295,0,29,1,Москва,0.7576728634466285
900,126.55,0.067,0,32,35,Санкт-Петербург,0.49126636550036235
901,148.37,0.4,0,54,8,Санкт-Петербург,0.6960071200632851
902,141.85,0.19,0,59,7,Казань,0.5238932995784049
903,519.71,0.509,1,48,11,Новосибирск,0.2926188261795605
904,590.29,0.824,1,41,39,Новосибирск,0.28350897891926896
905,653.96,0.635,1,33,4,Москва,0.25291365275188604
906,731.31,0.716,1,64,25,Екатеринбург,0.11581520419532963
907,692.16,0.512,1,52,12,Москва,0.1895005779399016
908,602.92,0.653,1,48,26,Санкт-Петербург,0.12037835079431057
909,369.13,0.291,0,53,38,Санкт-Петербург,0.4011646871335155
910,156.44,0.295,0,31,12,Новосибирск,0.4037679423889782
911,576.95,0.77,1,24,37,Екатеринбург,0.29216588341603766
912,659.55,0.902,1,48,24,Казань,0.28057360468643
913,307.28,0.056,0,56,16,Екатеринбург,0.6544534670912263
914,993.32,0.897,1,52,13,Санкт-Петербург,0.11932811683297428
915,127.36,0.447,0,36,25,Казань,0.745372005808707
916,981.5,0.673,1,37,4,Екатеринбург,0.1640113453770582
917,110.32,0.114,0,34,11,Екатеринбург,0.7987230850715417
918,254.27,0.137,0,56,32,Казань,0.4614736543228988
919,148.88,0.449,0,32,7,Санкт-Петербург,0.7451856185901902
920,658.08,0.848,1,42,11,Екатеринбург,0.18357679932352194
921,521.05,0.868,1,32,28,Казань,0.10890180785523428
922,871.75,0.748,1,51,23,Санкт-Петербург,0.1578273436837522
923,803.87,0.564,1,56,23,Казань,0.19025703543552797
924,185.96,0.231,0,43,28,Казань,0.7731085119624379
925,593.22,0.54,1,59,26,Екатеринбург,0.19065349215100424
926,266.31,0.173,0,52,25,Санкт-Петербург,0.6752875677630943
927,367.08,0.41,0,35,29,Екатеринбург,0.7140027344833049
928,668.5,0.778,1,45,19,Москва,0.11578597100768247
929,722.95,0.608,1,53,33,Москва,0.13833426376605487
930,686.34,0.548,1,57,36,Санкт-Петербург,0.19490887003171126
931,216.02,0.199,0,53,14,Казань,0.731771548173592
932,210.33,0.178,0,36,14,Екатеринбург,0.521071684151502
933,117.27,0.213,0,64,35,Екатеринбург,0.5870994701498655
934,343.84,0.103,0,56,30,Санкт-Петербург,0.5091175570799383
935,902.84,0.684,1,24,28,Санкт-Петербург,0.2593723140552382
936,363.24,0.052,0,37,17,Москва,0.755135169037152
937,719.31,0.931,1,26,3,Новосибирск,0.26109325660811733
938,950.35,0.878,1,42,16,Санкт-Петербург,0.1677222458225265
939,130.23,0.187,0,31,30,Новосибирск,0.5615905133212334
940,765.58,0.724,1,40,29,Санкт-Петербург,0.21083753020095825
941,317.83,0.212,0,46,15,Казань,0.4060696796185687
942,744.42,0.78,1,25,25,Казань,0.286908049124372
943,704.67,0.808,1,50,38,Москва,0.24521226521249487
944,889.79,0.543,1,40,38,Москва,0.2835545304988879
945,225.22,0.357,0,64,23,Новосибирск,0.5800207722215569
946,893.17,0.616,1,23,25,Санкт-Петербург,0.22091482205164842
947,286.99,0.49,0,31,7,Екатеринбург,0.5552394941376629
948,283.56,0.297,0,64,22,Москва,0.49691733168018665
949,388.79,0.46,0,46,17,Екатеринбург,0.7697977131096212
950,127.09,0.051,0,41,18,Екатеринбург,0.6086972903163659
951,107.61,0.062,0,40,10,Санкт-Петербург,0.4053637815488493
952,175.53,0.161,0,44,10,Новосибирск,0.4077785033678187
953,914.44,0.867,1,45,7,Санкт-Петербург,0.13410760977964517
954,565.44,0.623,1,32,38,Москва,0.1894701098011251
955,286.04,0.347,0,55,27,Екатеринбург,0.722243315525726
956,908.98,0.926,1,49,33,Санкт-Петербург,0.23791661310664594
957,264.86,0.011,0,26,1,Санкт-Петербург,0.7684650946778196
958,519.67,0.943,1,26,34,Санкт-Петербург,0.15807237707333618
959,366.13,0.077,0,42,4,Москва,0.6284372649738059
960,721.88,0.854,1,33,17,Новосибирск,0.15969861961499265
961,809.31,0.544,1,25,4,Санкт-Петербург,0.23447237158643888
962,390.96,0.468,0,63,26,Москва,0.5627290589593861
963,250.8,0.34,0,41,4,Екатеринбург,0.5840256466990248
964,148.49,0.168,0,59,1,Казань,0.5190715034249489
965,790.99,0.774,1,46,7,Москва,0.1995032853748867
966,990.59,0.939,1,35,30,Казань,0.15518976563143752
967,325.26,0.007,0,32,9,Санкт-Петербург,0.6096618670779024
968,740.29,0.996,1,53,35,Санкт-Петербург,0.11532448039844055
969,396.07,0.174,0,32,8,Москва,0.4151903870278426
970,957.74,0.622,1,39,24,Казань,0.14751200291355399
971,819.56,0.821,1,48,19,Санкт-Петербург,0.19785585221032062
972,854.09,0.882,1,39,36,Екатеринбург,0.15721798440625212
973,204.76,0.305,0,44,27,Новосибирск,0.5809256140205342
974,615.0,0.858,1,32,32,Новосибирск,0.2890614080503273
975,125.45,0.137,0,42,14,Санкт-Петербург,0.5238402980342001
976,623.62,0.866,1,26,18,Казань,0.2166852430288182
977,355.9,0.312,0,44,28,Санкт-Петербург,0.7353411616196064
978,520.05,0.823,1,62,29,Казань,0.26366010188787636
979,588.26,0.789,1,46,16,Екатеринбург,0.23666527252554598
980,632.8,0.779,1,62,35,Казань,0.13671282284338657
981,935.77,0.534,1,31,31,Санкт-Петербург,0.26418384272260004
982,217.93,0.398,0,43,4,Екатеринбург,0.7992936103314882
983,773.8,0.633,1,40,37,Москва,0.13779713199423502
984,628.84,0.686,1,22,17,Новосибирск,0.15635947007929848
985,675.36,0.606,1,28,39,Санкт-Петербург,0.15350540604966847
986,544.71,0.695,1,25,26,Санкт-Петербург,0.20384139492069203
987,281.93,0.032,0,22,39,Санкт-Петербург,0.6656402684591565
988,991.99,0.907,1,36,4,Екатеринбург,0.12471329748031523
989,938.73,0.831,1,61,30,Москва,0.12473817012275215
990,134.04,0.129,0,33,30,Казань,0.6895956656942765
991,326.36,0.043,0,43,22,Москва,0.48481793975318976
992,685.52,0.599,1,43,11,Екатеринбург,0.16430660176766815
993,737.32,0.601,1,38,2,Санкт-Петербург,0.10693014196280343
994,747.94,0.674,1,50,12,Новосибирск,0.12544497738740215
995,188.08,0.411,0,35,30,Санкт-Петербург,0.7150707361343017
996,931.67,0.641,1,41,36,Казань,0.1987087319178906
997,748.59,0.544,1,54,18,Новосибирск,0.19071456192303493
998,290.06,0.303,0,64,26,Санкт-Петербург,0.4043193569558048
999,518.34,0.88,1,36,7,Новосибирск,0.24572740446337982
1000,354.77,0.365,0,33,1,Москва,0.4453079012258743
