transaction_id,amount,balance_before,balance_after,transaction_type,transaction_hour,transaction_month,day_of_week,client_id,client_age,historical_transactions,amount_percentage,balance_change,is_large,is_night,large_night
TXN_0112827,114.98,4043.96,3928.97,0,21,3,4,CLIENT_04895,55,59,2.84,-114.99000000000024,0,0,0
TXN_0102130,113.62,1080.43,966.81,0,12,2,6,CLIENT_01209,28,51,10.52,-113.62000000000012,0,0,0
TXN_0111876,505.53,1029.65,524.12,1,12,12,2,CLIENT_03377,35,50,49.1,-505.5300000000001,0,0,0
TXN_0101648,152.5,5963.85,5811.35,0,15,10,6,CLIENT_00950,47,38,2.56,-152.5,0,0,0
TXN_0104890,333.27,1351.72,1018.46,0,16,10,2,CLIENT_02558,56,44,24.66,-333.26,0,0,0
TXN_0100730,325.72,325.72,0.0,1,13,4,2,CLIENT_03766,24,38,100.0,-325.72,0,0,0
TXN_0106766,24.6,100.0,75.4,0,13,12,3,CLIENT_02796,53,49,24.6,-24.599999999999994,0,0,0
TXN_0118267,167.52,589.46,421.94,0,6,11,3,CLIENT_04179,36,49,28.42,-167.52000000000004,0,0,0
TXN_0112829,367.49,821.44,376.08,0,18,3,5,CLIENT_01680,67,56,44.74,-445.36000000000007,0,0,0
TXN_0108201,0.92,2479.94,2479.02,2,11,7,5,CLIENT_02945,36,54,0.04,-0.9200000000000728,0,0,0
TXN_0118952,90.03,1120.71,1030.68,0,15,3,1,CLIENT_04632,34,53,8.03,-90.02999999999997,0,0,0
TXN_0111608,247.45,2028.71,1781.25,1,8,12,3,CLIENT_03214,40,54,12.2,-247.46000000000004,0,0,0
TXN_0109937,176.26,2114.51,1938.26,0,13,6,2,CLIENT_02094,63,57,8.34,-176.25000000000023,0,0,0
TXN_0105221,320.03,626.92,306.89,2,16,7,3,CLIENT_02734,18,41,51.05,-320.03,0,0,0
TXN_0117577,272.59,980.41,707.82,0,13,7,2,CLIENT_03645,57,38,27.8,-272.5899999999999,0,0,0
TXN_0102709,0.98,100.0,99.02,2,16,3,4,CLIENT_03280,25,57,0.98,-0.980000000000004,0,0,0
TXN_0105902,2038.9,3650.76,1144.3,1,17,9,6,CLIENT_04258,59,39,55.85,-2506.46,0,0,0
TXN_0117929,876.14,100.0,976.14,3,12,12,5,CLIENT_04846,51,49,876.14,876.14,0,0,0
TXN_0118687,1074.17,1074.17,0.0,1,13,10,5,CLIENT_01451,20,48,100.0,-1074.17,0,0,0
TXN_0114053,165.08,4493.78,4328.7,2,11,6,2,CLIENT_03081,36,56,3.67,-165.07999999999993,0,0,0
TXN_0101543,114.33,491.15,376.82,0,10,7,1,CLIENT_03512,60,47,23.28,-114.32999999999998,0,0,0
TXN_0116576,9.68,3127.26,3117.58,2,10,5,0,CLIENT_04439,65,52,0.31,-9.680000000000291,0,0,0
TXN_0103126,100.0,100.0,0.0,1,19,5,2,CLIENT_02627,20,54,100.0,-100.0,0,0,0
TXN_0101156,20.78,410.25,389.47,0,10,3,4,CLIENT_00915,65,62,5.07,-20.779999999999973,0,0,0
TXN_0116079,127.94,127.94,0.0,1,8,12,0,CLIENT_04305,56,53,100.0,-127.94,0,0,0
TXN_0105985,40.29,1386.2,1345.91,1,13,12,4,CLIENT_00308,38,50,2.91,-40.289999999999964,0,0,0
TXN_0100032,1419.06,1726.07,307.01,1,15,10,2,CLIENT_03747,61,45,82.21,-1419.06,0,0,0
TXN_0107187,3106.89,818.98,3925.87,3,17,1,1,CLIENT_03834,67,42,379.36,3106.89,0,0,0
TXN_0118175,584.29,1969.18,1384.9,2,15,3,2,CLIENT_00365,54,62,29.67,-584.28,0,0,0
TXN_0117539,709.69,1630.53,920.84,2,12,12,4,CLIENT_03467,56,45,43.53,-709.6899999999999,0,0,0
TXN_0109779,630.34,3430.22,2799.89,0,15,5,5,CLIENT_01645,37,46,18.38,-630.3299999999999,0,0,0
TXN_0109176,173.87,2117.07,1943.2,0,5,6,5,CLIENT_01221,40,61,8.21,-173.87000000000012,0,1,0
TXN_0115647,11.06,159.45,148.39,2,12,6,3,CLIENT_04796,60,50,6.94,-11.060000000000002,0,0,0
TXN_0106300,602.51,5305.17,4702.66,1,16,12,6,CLIENT_03473,50,37,11.36,-602.5100000000002,0,0,0
TXN_0101610,4.42,100.0,95.58,0,17,4,4,CLIENT_04608,64,52,4.42,-4.420000000000002,0,0,0
TXN_0100939,198.5,903.75,705.25,0,15,7,0,CLIENT_02632,55,54,21.96,-198.5,0,0,0
TXN_0114134,113.18,3953.42,3828.26,2,10,9,1,CLIENT_02098,39,62,2.86,-125.15999999999985,0,0,0
TXN_0104023,357.06,357.06,0.0,0,15,6,4,CLIENT_01925,44,51,100.0,-357.06,0,0,0
TXN_0119327,71.4,1224.96,1153.56,0,15,7,2,CLIENT_02509,69,60,5.83,-71.40000000000009,0,0,0
TXN_0108749,479.37,1561.45,1082.09,1,12,7,2,CLIENT_02538,59,51,30.7,-479.3600000000001,0,0,0
TXN_0100745,197.05,336.59,139.54,0,16,2,5,CLIENT_03656,33,56,58.54,-197.04999999999998,0,0,0
TXN_0104083,160.91,854.95,694.03,0,12,8,4,CLIENT_02450,44,51,18.82,-160.92000000000007,0,0,0
TXN_0118570,220.72,2584.61,2363.89,0,18,2,1,CLIENT_03589,49,53,8.54,-220.72000000000025,0,0,0
TXN_0105582,302.17,566.79,264.63,1,10,9,1,CLIENT_02965,55,47,53.31,-302.15999999999997,0,0,0
TXN_0102877,1656.42,2933.62,1401.09,1,16,4,4,CLIENT_00648,64,47,56.46,-1532.53,0,0,0
TXN_0104701,173.9,1411.22,1237.32,0,11,4,4,CLIENT_00376,58,32,12.32,-173.9000000000001,0,0,0
TXN_0109933,613.97,3713.65,3099.67,1,10,1,3,CLIENT_00383,63,47,16.53,-613.98,0,0,0
TXN_0116236,587.6,587.6,0.0,1,10,10,4,CLIENT_03215,23,45,100.0,-587.6,0,0,0
TXN_0102651,671.15,1774.26,1103.1,1,10,4,2,CLIENT_04227,57,59,37.83,-671.1600000000001,0,0,0
TXN_0115763,734.22,2104.69,1370.46,1,16,8,3,CLIENT_04852,36,46,34.88,-734.23,0,0,0
TXN_0110608,35.28,1626.13,1590.85,0,16,5,4,CLIENT_00159,60,60,2.17,-35.2800000000002,0,0,0
TXN_0105646,92.44,1395.88,1303.45,1,14,3,4,CLIENT_02738,67,48,6.62,-92.43000000000006,0,0,0
TXN_0101821,1062.06,2762.75,1700.69,2,15,1,4,CLIENT_04168,21,47,38.44,-1062.06,0,0,0
TXN_0114229,560.45,2976.42,2415.97,1,14,5,3,CLIENT_00105,21,36,18.83,-560.4500000000003,0,0,0
TXN_0107413,163.88,1960.45,1796.57,1,17,10,3,CLIENT_03720,48,39,8.36,-163.8800000000001,0,0,0
TXN_0109522,434.56,1566.38,1074.26,0,7,7,1,CLIENT_02364,22,71,27.74,-492.1200000000001,0,0,0
TXN_0118081,485.19,628.95,1144.64,3,11,8,3,CLIENT_04156,45,62,77.14,515.69,0,0,0
TXN_0107146,954.81,2767.15,1969.37,1,15,10,6,CLIENT_02803,41,46,34.51,-797.7800000000002,0,0,0
TXN_0100957,384.26,2064.06,1679.8,1,12,7,5,CLIENT_04994,52,52,18.62,-384.26,0,0,0
TXN_0102110,1824.24,2230.48,503.82,2,16,11,4,CLIENT_04407,67,40,81.79,-1726.66,0,0,0
TXN_0111097,100.0,100.0,0.0,0,11,5,2,CLIENT_00979,27,68,100.0,-100.0,0,0,0
TXN_0105108,100.0,100.0,0.0,0,16,12,5,CLIENT_02847,25,45,100.0,-100.0,0,0,0
TXN_0112140,374.76,1178.09,803.33,0,16,6,2,CLIENT_01584,39,54,31.81,-374.7599999999999,0,0,0
TXN_0107631,25.76,1240.35,1214.59,0,11,7,4,CLIENT_03823,45,45,2.08,-25.75999999999999,0,0,0
TXN_0119572,100.0,100.0,0.0,0,12,4,3,CLIENT_01150,67,49,100.0,-100.0,0,0,0
TXN_0118195,135.16,170.59,35.43,2,11,2,6,CLIENT_01491,22,52,79.23,-135.16,0,0,0
TXN_0119261,125.17,4203.11,4077.93,0,16,7,1,CLIENT_04664,46,56,2.98,-125.17999999999984,0,0,0
TXN_0107923,49.42,511.13,461.72,2,5,7,0,CLIENT_03879,57,48,9.67,-49.40999999999997,0,1,0
TXN_0110633,35.56,2314.75,2279.19,1,21,9,0,CLIENT_04223,48,55,1.54,-35.559999999999945,0,0,0
TXN_0108847,171.92,2642.9,2470.97,0,13,7,3,CLIENT_04372,45,51,6.5,-171.9300000000003,0,0,0
TXN_0118120,977.58,3381.1,2403.52,2,10,1,4,CLIENT_03129,27,44,28.91,-977.5799999999999,0,0,0
TXN_0116040,196.39,3849.56,3653.17,2,21,6,6,CLIENT_00836,43,59,5.1,-196.38999999999987,0,0,0
TXN_0114375,38.29,388.2,349.91,0,14,1,6,CLIENT_02305,40,65,9.86,-38.289999999999964,0,0,0
TXN_0110391,91.59,1678.67,1587.08,1,18,4,6,CLIENT_00404,67,51,5.46,-91.59000000000015,0,0,0
TXN_0102960,111.25,646.79,535.54,0,11,12,4,CLIENT_03651,56,51,17.2,-111.25,0,0,0
TXN_0104640,16.36,100.0,83.64,1,8,3,2,CLIENT_02207,29,42,16.36,-16.36,0,0,0
TXN_0102399,105.83,105.83,0.0,2,14,8,5,CLIENT_04762,65,40,100.0,-105.83,0,0,0
TXN_0107310,495.27,2625.43,2130.16,2,17,1,4,CLIENT_01957,56,47,18.86,-495.27,0,0,0
TXN_0107251,663.0,1068.75,405.75,1,20,2,3,CLIENT_01566,60,40,62.04,-663.0,0,0,0
TXN_0105487,370.09,3764.81,3453.4,1,10,3,5,CLIENT_04509,35,54,9.83,-311.40999999999985,0,0,0
TXN_0118708,2288.95,975.06,2918.14,3,22,12,5,CLIENT_00454,68,43,234.75,1943.08,0,0,0
TXN_0117423,96.75,896.08,799.33,2,11,3,3,CLIENT_00410,60,64,10.8,-96.75,0,0,0
TXN_0115584,715.89,1772.99,1057.1,1,14,10,1,CLIENT_03471,35,61,40.38,-715.8900000000001,0,0,0
TXN_0113867,291.77,1889.03,1597.26,2,13,11,1,CLIENT_03926,45,44,15.45,-291.77,0,0,0
TXN_0109597,343.12,2427.51,2084.4,0,16,4,3,CLIENT_00014,34,48,14.13,-343.1100000000001,0,0,0
TXN_0116630,98.28,119.08,20.81,0,14,5,4,CLIENT_01290,58,53,82.53,-98.27,0,0,0
TXN_0102625,301.44,1276.96,975.52,1,8,10,3,CLIENT_03720,69,53,23.61,-301.44000000000005,0,0,0
TXN_0115784,36.19,145.04,108.85,2,17,10,4,CLIENT_01953,49,42,24.95,-36.19,0,0,0
TXN_0109657,210.24,1309.46,1099.21,0,11,5,6,CLIENT_04259,56,50,16.06,-210.25,0,0,0
TXN_0103148,268.05,1948.64,1680.58,2,10,10,2,CLIENT_04818,50,50,13.76,-268.0600000000002,0,0,0
TXN_0107024,9.55,1625.1,1615.55,0,11,3,1,CLIENT_03538,52,49,0.59,-9.549999999999955,0,0,0
TXN_0114641,36.9,157.44,120.54,0,16,9,5,CLIENT_00316,55,43,23.44,-36.89999999999999,0,0,0
TXN_0102873,62.66,597.06,534.4,1,13,7,4,CLIENT_04565,20,48,10.49,-62.65999999999997,0,0,0
TXN_0115951,12.91,1869.59,1856.69,0,14,5,1,CLIENT_02113,39,45,0.69,-12.899999999999864,0,0,0
TXN_0108297,524.58,1358.87,834.28,1,15,11,1,CLIENT_03196,54,41,38.6,-524.5899999999999,0,0,0
TXN_0114914,407.57,2775.82,2368.25,2,11,3,4,CLIENT_04290,33,61,14.68,-407.57000000000016,0,0,0
TXN_0112988,240.08,2424.43,2184.35,2,10,1,6,CLIENT_02639,60,57,9.9,-240.07999999999993,0,0,0
TXN_ANOM_0200127,1.08,2227.49,2226.42,0,6,12,5,CLIENT_05894,49,192,0.05,-1.069999999999709,0,0,0
TXN_0100076,285.32,810.42,1095.74,3,9,5,0,CLIENT_03601,66,56,35.21,285.32000000000005,0,0,0
TXN_0117381,358.7,360.74,0.0,1,16,11,0,CLIENT_00991,34,58,99.43,-360.74,0,0,0
TXN_0114693,796.03,796.03,0.0,2,8,10,6,CLIENT_04144,27,47,100.0,-796.03,0,0,0
TXN_0115295,621.98,6812.11,6190.13,1,13,9,0,CLIENT_03500,30,56,9.13,-621.9799999999996,0,0,0
TXN_0118472,291.45,890.49,599.04,0,21,10,5,CLIENT_01863,47,50,32.73,-291.45000000000005,0,0,0
TXN_0117931,100.0,100.0,0.0,1,11,7,4,CLIENT_00573,30,57,100.0,-100.0,0,0,0
TXN_0106651,118.59,2466.26,2347.66,2,9,6,0,CLIENT_03084,43,58,4.81,-118.60000000000036,0,0,0
TXN_0104947,241.77,1014.85,773.08,2,10,4,3,CLIENT_00776,60,57,23.82,-241.76999999999998,0,0,0
TXN_0113676,290.81,1874.44,1583.63,2,15,3,0,CLIENT_00980,46,56,15.51,-290.80999999999995,0,0,0
TXN_0110452,408.52,408.52,0.0,0,15,12,4,CLIENT_02662,31,58,100.0,-408.52,0,0,0
TXN_0109967,149.49,434.9,285.41,1,16,6,4,CLIENT_04268,56,63,34.37,-149.48999999999995,0,0,0
TXN_ANOM_0200159,1299.04,1299.04,0.0,1,2,3,0,CLIENT_05564,34,46,100.0,-1299.04,0,1,0
TXN_0100093,1970.64,5603.87,3633.23,1,17,2,0,CLIENT_02709,29,65,35.17,-1970.6399999999999,0,0,0
TXN_0105166,1779.11,1779.11,0.0,1,11,9,6,CLIENT_01401,50,44,100.0,-1779.11,0,0,0
TXN_0116562,202.57,1086.16,883.59,0,17,12,6,CLIENT_00659,62,49,18.65,-202.57000000000005,0,0,0
TXN_0102731,204.45,3721.69,3517.24,0,15,6,3,CLIENT_01114,68,57,5.49,-204.45000000000027,0,0,0
TXN_0107171,303.57,1653.22,1349.65,0,22,4,6,CLIENT_03010,27,50,18.36,-303.56999999999994,0,0,0
TXN_0106791,40.44,2051.23,2010.79,0,14,3,3,CLIENT_03375,29,52,1.97,-40.440000000000055,0,0,0
TXN_0112350,89.19,513.16,423.97,0,16,8,3,CLIENT_00182,57,51,17.38,-89.18999999999994,0,0,0
TXN_0104810,158.27,7028.33,6870.06,0,8,1,5,CLIENT_01927,33,52,2.25,-158.26999999999953,0,0,0
TXN_0111323,475.16,1438.85,1929.5,3,17,2,4,CLIENT_04150,28,51,33.02,490.6500000000001,0,0,0
TXN_ANOM_0200329,21790.7,1590.78,23381.48,3,1,6,2,CLIENT_05376,19,60,1369.81,21790.7,1,1,1
TXN_0102338,639.74,639.74,0.0,1,18,10,3,CLIENT_01386,33,72,100.0,-639.74,0,0,0
TXN_0111306,75.47,1219.68,1144.22,0,18,10,4,CLIENT_02110,34,52,6.19,-75.46000000000004,0,0,0
TXN_0116253,177.7,3522.37,3707.04,3,12,1,4,CLIENT_04161,56,53,5.04,184.67000000000007,0,0,0
TXN_0107844,1917.68,266.32,2184.0,3,11,5,6,CLIENT_02144,22,55,720.07,1917.68,0,0,0
TXN_0112870,1913.96,3796.35,5710.31,3,10,2,1,CLIENT_03996,46,55,50.42,1913.9600000000005,0,0,0
TXN_0101885,1000.51,1566.75,566.25,1,15,5,4,CLIENT_01395,30,49,63.86,-1000.5,0,0,0
TXN_0118511,1108.02,100.0,1208.02,3,18,8,4,CLIENT_04417,38,50,1108.02,1108.02,0,0,0
TXN_0105773,95.86,1414.42,1318.56,2,13,9,0,CLIENT_01578,24,40,6.78,-95.86000000000013,0,0,0
TXN_0104323,336.17,1964.58,1628.41,0,19,12,3,CLIENT_02038,42,58,17.11,-336.16999999999985,0,0,0
TXN_0108190,245.48,2598.35,2352.87,1,12,5,0,CLIENT_04749,36,50,9.45,-245.48000000000002,0,0,0
TXN_0111368,643.73,5850.57,5206.84,0,9,10,4,CLIENT_02764,49,59,11.0,-643.7299999999996,0,0,0
TXN_ANOM_0200010,1016.4,1016.4,0.0,0,11,6,6,CLIENT_05421,75,56,100.0,-1016.4,0,0,0
TXN_0116379,307.44,1529.53,1222.08,0,16,8,4,CLIENT_04370,37,60,20.1,-307.45000000000005,0,0,0
TXN_0112209,119.87,3281.0,3161.14,2,12,1,5,CLIENT_04871,63,44,3.65,-119.86000000000013,0,0,0
TXN_0116344,366.32,741.97,375.65,2,9,4,6,CLIENT_03171,61,51,49.37,-366.32000000000005,0,0,0
TXN_0102759,86.59,100.0,13.41,0,13,11,5,CLIENT_03142,23,54,86.59,-86.59,0,0,0
TXN_0112858,274.37,1060.06,785.69,2,17,7,4,CLIENT_03805,53,55,25.88,-274.3699999999999,0,0,0
TXN_0110882,16.72,7200.68,7183.96,0,20,10,6,CLIENT_01694,57,39,0.23,-16.720000000000255,0,0,0
TXN_0109629,98.67,860.49,761.81,2,16,8,3,CLIENT_00365,26,56,11.47,-98.68000000000006,0,0,0
TXN_0109425,291.38,2449.07,2157.69,0,15,3,0,CLIENT_02419,32,33,11.9,-291.3800000000001,0,0,0
TXN_0107849,1140.14,4494.35,5773.58,3,18,2,4,CLIENT_01862,58,53,25.37,1279.2299999999996,0,0,0
TXN_0103175,60.2,591.03,530.83,2,17,5,0,CLIENT_04199,35,37,10.19,-60.19999999999993,0,0,0
TXN_0110041,788.92,2137.48,1269.38,1,6,8,5,CLIENT_00440,19,50,36.91,-868.0999999999999,0,0,0
TXN_0102465,1388.22,1581.43,193.21,1,18,1,3,CLIENT_03114,22,58,87.78,-1388.22,0,0,0
TXN_0101293,106.97,3861.72,3754.76,2,6,11,0,CLIENT_01661,18,43,2.77,-106.95999999999958,0,0,0
TXN_0105393,18.76,1115.72,1133.09,3,15,7,4,CLIENT_04833,38,57,1.68,17.36999999999989,0,0,0
TXN_0105404,17.25,6374.2,6356.95,2,19,12,0,CLIENT_00646,35,47,0.27,-17.25,0,0,0
TXN_0112164,320.15,1447.37,1127.22,0,14,11,2,CLIENT_04397,19,46,22.12,-320.14999999999986,0,0,0
TXN_0112241,350.93,967.96,617.04,1,14,7,2,CLIENT_03337,61,44,36.25,-350.9200000000001,0,0,0
TXN_0108641,100.0,100.0,0.0,0,13,9,4,CLIENT_03653,35,42,100.0,-100.0,0,0,0
TXN_0107842,100.0,100.0,0.0,2,16,11,3,CLIENT_02118,56,45,100.0,-100.0,0,0,0
TXN_0110760,100.0,100.0,0.0,2,14,11,0,CLIENT_02496,40,51,100.0,-100.0,0,0,0
TXN_0117611,494.96,1730.61,1235.64,1,12,9,1,CLIENT_03545,20,55,28.6,-494.9699999999998,0,0,0
TXN_0103621,561.31,3410.96,2849.65,2,14,1,2,CLIENT_02645,47,51,16.46,-561.31,0,0,0
TXN_0102317,556.65,3091.15,2534.5,2,19,7,3,CLIENT_03656,69,50,18.01,-556.6500000000001,0,0,0
TXN_0116059,360.09,1658.9,1298.81,0,15,11,0,CLIENT_00801,66,48,21.71,-360.09000000000015,0,0,0
TXN_0102185,167.24,1162.42,995.18,0,12,12,0,CLIENT_00499,21,47,14.39,-167.24000000000012,0,0,0
TXN_0104477,240.28,240.28,0.0,1,17,5,1,CLIENT_02546,26,43,100.0,-240.28,0,0,0
TXN_0110082,67.59,1575.58,1507.99,2,8,8,2,CLIENT_03610,52,40,4.29,-67.58999999999992,0,0,0
TXN_0101155,100.71,1732.72,1632.01,2,18,1,6,CLIENT_04483,55,57,5.81,-100.71000000000004,0,0,0
TXN_0118420,50.4,100.0,49.6,0,9,12,2,CLIENT_00189,41,55,50.4,-50.4,0,0,0
TXN_0100329,102.45,3580.8,3478.35,1,15,3,3,CLIENT_02893,20,43,2.86,-102.45000000000027,0,0,0
TXN_0111852,300.41,1058.09,757.69,0,9,12,1,CLIENT_01130,55,39,28.39,-300.39999999999986,0,0,0
TXN_0109920,12.1,2833.03,2820.93,0,13,5,6,CLIENT_01332,53,53,0.43,-12.100000000000364,0,0,0
TXN_0113590,137.25,1446.6,1309.35,0,7,4,0,CLIENT_02461,65,50,9.49,-137.25,0,0,0
TXN_0119259,39.59,376.87,335.75,1,15,2,5,CLIENT_04570,22,40,10.5,-41.120000000000005,0,0,0
TXN_0103227,84.31,548.6,477.75,0,13,2,6,CLIENT_02665,28,58,15.37,-70.85000000000002,0,0,0
TXN_0106521,591.15,1363.78,1954.93,3,16,8,6,CLIENT_00425,59,40,43.35,591.1500000000001,0,0,0
TXN_0102997,9.26,2611.35,2602.08,0,16,8,4,CLIENT_00170,69,47,0.35,-9.269999999999982,0,0,0
TXN_0117713,11.33,608.83,597.5,0,12,3,4,CLIENT_03609,32,45,1.86,-11.330000000000041,0,0,0
TXN_0113906,151.2,323.79,474.99,3,9,1,1,CLIENT_03045,23,57,46.7,151.2,0,0,0
TXN_0104392,43.58,2835.16,2791.58,0,18,3,3,CLIENT_00039,66,49,1.54,-43.57999999999993,0,0,0
TXN_0118421,100.0,100.0,0.0,1,15,2,6,CLIENT_02012,58,50,100.0,-100.0,0,0,0
TXN_0116942,100.06,495.25,395.19,0,20,12,3,CLIENT_04526,53,54,20.2,-100.06,0,0,0
TXN_0102463,222.94,222.94,0.0,2,16,8,6,CLIENT_00057,51,47,100.0,-222.94,0,0,0
TXN_0111231,36.1,1667.69,1631.59,0,18,7,2,CLIENT_02711,29,50,2.16,-36.100000000000136,0,0,0
TXN_0102846,60.35,1328.21,1267.86,0,10,12,0,CLIENT_04774,19,58,4.54,-60.350000000000136,0,0,0
TXN_0113939,168.97,168.97,0.0,0,17,9,3,CLIENT_02224,63,46,100.0,-168.97,0,0,0
TXN_0114779,1298.22,1762.72,464.51,1,16,2,2,CLIENT_04974,19,38,73.65,-1298.21,0,0,0
TXN_0107586,635.17,1707.81,1072.64,0,6,7,3,CLIENT_02571,40,57,37.19,-635.1699999999998,0,0,0
TXN_0109804,31.68,671.14,639.46,1,21,4,5,CLIENT_01580,27,49,4.72,-31.67999999999995,0,0,0
TXN_0117067,304.94,2858.66,2553.72,0,9,7,6,CLIENT_01578,46,46,10.67,-304.94000000000005,0,0,0
TXN_0102191,1093.02,2680.69,3773.7,3,17,6,4,CLIENT_01418,52,42,40.77,1093.0099999999998,0,0,0
TXN_0109921,291.58,1505.82,1214.24,2,8,5,2,CLIENT_02626,64,54,19.36,-291.5799999999999,0,0,0
TXN_0118972,160.34,2152.27,1991.94,0,14,11,2,CLIENT_02872,68,44,7.45,-160.32999999999993,0,0,0
TXN_0106668,292.79,836.09,543.3,1,7,2,1,CLIENT_01222,43,46,35.02,-292.7900000000001,0,0,0
TXN_0102070,295.86,1262.29,966.43,0,15,6,2,CLIENT_00391,64,56,23.44,-295.86,0,0,0
TXN_0108163,34.07,1421.51,1387.44,2,8,1,3,CLIENT_01622,40,48,2.4,-34.069999999999936,0,0,0
TXN_0116735,68.44,2272.37,2203.94,2,19,1,3,CLIENT_01957,65,63,3.01,-68.42999999999984,0,0,0
TXN_0107593,2195.26,2806.7,5001.95,3,9,3,5,CLIENT_02651,21,45,78.21,2195.25,0,0,0
TXN_0106302,204.94,1997.39,1792.45,1,14,9,2,CLIENT_04503,67,52,10.26,-204.94000000000005,0,0,0
TXN_0115759,159.63,159.63,0.0,1,18,12,3,CLIENT_03746,37,52,100.0,-159.63,0,0,0
TXN_0105909,327.11,1380.56,1066.18,2,12,12,1,CLIENT_03233,55,53,23.69,-314.3799999999999,0,0,0
TXN_0110715,647.22,1213.55,566.33,2,14,6,0,CLIENT_00098,38,51,53.33,-647.2199999999999,0,0,0
TXN_ANOM_0200204,978.39,978.39,0.0,0,14,11,4,CLIENT_05363,75,58,100.0,-978.39,0,0,0
TXN_0117992,89.78,1037.8,948.02,0,7,11,4,CLIENT_04964,63,46,8.65,-89.77999999999997,0,0,0
TXN_0112214,222.1,1001.66,779.57,0,14,2,2,CLIENT_03616,63,65,22.17,-222.08999999999992,0,0,0
TXN_0115594,198.18,971.01,772.83,1,15,9,0,CLIENT_03712,41,36,20.41,-198.17999999999995,0,0,0
TXN_0107581,72.19,1762.67,1690.48,0,18,1,4,CLIENT_01213,55,46,4.1,-72.19000000000005,0,0,0
TXN_0104047,810.9,9915.39,9104.5,1,10,8,1,CLIENT_01280,40,44,8.18,-810.8899999999994,0,0,0
TXN_0113071,21.51,1264.59,1243.07,0,5,3,4,CLIENT_00586,23,61,1.7,-21.519999999999982,0,1,0
TXN_0113211,2200.41,256.96,2457.37,3,16,6,0,CLIENT_03576,68,43,856.32,2200.41,0,0,0
TXN_0113586,135.59,1194.36,1058.77,0,11,9,1,CLIENT_02404,69,52,11.35,-135.58999999999992,0,0,0
TXN_0105298,1303.66,1835.46,3139.12,3,15,11,3,CLIENT_04735,57,38,71.03,1303.6599999999999,0,0,0
TXN_0102322,206.41,3691.84,3485.43,2,11,5,2,CLIENT_00591,62,58,5.59,-206.4100000000003,0,0,0
TXN_0104240,132.09,4003.95,3871.86,0,16,8,5,CLIENT_00558,31,54,3.3,-132.0899999999997,0,0,0
TXN_0111063,781.63,1147.2,432.8,0,16,2,6,CLIENT_01648,55,40,68.13,-714.4000000000001,0,0,0
TXN_ANOM_0200289,418.62,418.62,0.0,2,3,9,2,CLIENT_05162,34,44,100.0,-418.62,0,1,0
TXN_0106745,224.64,1925.94,1701.31,0,8,10,3,CLIENT_00394,44,51,11.66,-224.6300000000001,0,0,0
TXN_0102492,41.09,1104.31,1063.21,0,9,1,0,CLIENT_00941,37,55,3.72,-41.09999999999991,0,0,0
TXN_0107612,52.78,100.0,47.22,1,20,7,1,CLIENT_02813,27,57,52.78,-52.78,0,0,0
TXN_0106902,89.78,3229.75,3139.98,0,11,11,2,CLIENT_02450,30,51,2.78,-89.76999999999998,0,0,0
TXN_0109769,43.12,6088.19,6045.07,2,5,8,2,CLIENT_01787,41,46,0.71,-43.11999999999989,0,1,0
TXN_0105234,101.9,100.0,0.0,1,11,7,5,CLIENT_00011,37,55,101.9,-100.0,0,0,0
TXN_0109069,34.48,931.07,896.59,0,13,3,0,CLIENT_04368,25,50,3.7,-34.48000000000002,0,0,0
TXN_0103272,495.16,425.71,0.0,1,17,7,1,CLIENT_02556,20,42,116.31,-425.71,0,0,0
TXN_0110141,151.9,706.62,554.72,2,12,10,2,CLIENT_00097,24,40,21.5,-151.89999999999998,0,0,0
TXN_0105273,235.16,1078.1,842.95,2,15,8,0,CLIENT_01864,26,37,21.81,-235.14999999999986,0,0,0
TXN_0117906,623.66,1207.42,583.76,1,16,9,0,CLIENT_00252,64,47,51.65,-623.6600000000001,0,0,0
TXN_0102889,47.73,1938.7,1890.96,0,14,11,3,CLIENT_04278,68,57,2.46,-47.74000000000001,0,0,0
TXN_ANOM_0200239,0.48,100.0,100.48,3,12,7,4,CLIENT_05566,51,200,0.48,0.480000000000004,0,0,0
TXN_0100788,939.82,1969.03,1029.21,1,13,11,4,CLIENT_02850,28,51,47.73,-939.8199999999999,0,0,0
TXN_0115122,47.11,497.54,450.44,1,13,9,2,CLIENT_04627,69,52,9.47,-47.10000000000002,0,0,0
TXN_0103347,201.36,355.73,154.37,0,14,2,6,CLIENT_01086,21,46,56.6,-201.36,0,0,0
TXN_0117455,101.58,931.01,1032.59,3,19,5,5,CLIENT_00707,59,50,10.91,101.57999999999993,0,0,0
TXN_0114146,98.53,1514.89,1416.35,1,13,10,5,CLIENT_00122,69,55,6.5,-98.54000000000019,0,0,0
TXN_0111564,55.4,489.35,433.95,0,15,1,6,CLIENT_03281,45,44,11.32,-55.400000000000034,0,0,0
TXN_0112551,23.21,164.89,141.67,1,20,8,1,CLIENT_02639,32,56,14.08,-23.22,0,0,0
TXN_0117659,80.96,122.46,41.49,1,14,7,0,CLIENT_02867,32,44,66.11,-80.97,0,0,0
TXN_0112374,149.01,1672.71,1523.7,0,13,12,6,CLIENT_01105,50,55,8.91,-149.01,0,0,0
TXN_0119468,372.2,560.54,188.34,2,14,5,5,CLIENT_03958,20,32,66.4,-372.19999999999993,0,0,0
