study_hours_per_week,lecture_attendance,homework_avg,midterm_score,practice_solved,sleep_hours_per_night,days_before_exam,group_project_score,extra_consultations,motivation_level,exam_grade
30,57,3.9600000000000004,95,36,4.5,28,34,4,2,4
20,73,3.2,48,57,4.8,18,18,3,0,3
24,94,9.5,92,62,4.5,15,30,10,0,4
20,92,9.57,81,98,7.2,11,82,6,2,5
26,62,7.9,53,50,5.6,18,43,8,1,5
17,84,10.01,45,71,8.1,29,18,1,2,5
10,66,8.6,37,42,4.8,24,83,6,1,4
2,88,7.5,82,66,4.6,10,80,5,1,4
20,56,8.9,71,66,6.8,4,11,2,0,5
34,87,5.7,73,64,6.3,14,34,1,0,5
35,60,6.9,61,61,9.0,22,89,0,0,5
17,89,8.4,73,87,9.0,18,57,1,1,5
19,79,3.6,71,62,4.7,1,71,4,1,4
35,70,9.9,32,29,8.9,28,24,0,2,5
26,42,4.51,51,89,7.4,7,24,7,2,5
7,56,10.01,100,37,7.0,4,85,3,2,5
22,100,5.720000000000001,85,50,4.6,4,12,2,2,4
7,89,5.3,77,37,8.4,18,41,9,1,5
33,97,3.5,58,66,4.4,9,14,1,0,4
32,65,9.2,46,76,5.7,2,22,0,0,5
11,62,4.2,97,99,4.6,5,27,7,0,4
31,45,7.4,73,47,7.2,6,12,8,1,5
19,67,7.5,98,11,7.9,3,95,2,0,5
25,47,5.5,91,19,9.3,27,74,2,2,5
10,94,10.89,92,71,8.4,30,43,8,2,5
32,97,3.4,62,1,9.8,19,77,6,0,5
16,84,7.3,71,74,8.6,22,51,8,0,5
5,47,7.040000000000001,33,84,5.8,21,34,1,2,5
10,58,4.7,27,100,7.3,5,46,6,0,5
10,77,4.1,54,54,6.7,21,34,7,0,5
27,68,8.2,37,5,7.4,9,49,10,0,5
5,62,9.4,74,82,7.4,24,86,3,1,5
18,86,3.8,97,93,8.2,20,39,9,0,5
17,71,4.840000000000001,71,61,4.5,6,76,10,2,4
16,49,9.9,91,48,8.5,5,69,3,1,5
36,66,3.4100000000000006,68,99,4.9,27,92,1,2,4
6,88,7.26,27,83,4.2,6,41,1,2,4
6,40,6.6,56,53,7.1,15,14,3,0,5
21,78,5.28,85,9,7.5,11,59,3,2,5
16,68,7.6,100,23,4.2,24,57,4,0,4
19,98,9.6,96,96,7.1,22,68,9,1,5
3,84,6.2,97,28,7.2,22,32,9,0,5
30,42,8.2,60,93,4.3,18,39,9,0,4
14,90,7.5,92,99,8.3,23,1,8,0,5
5,86,6.3,46,5,5.3,28,32,10,0,5
11,76,3.3,39,57,8.8,29,24,8,0,5
32,70,8.2,57,77,5.9,28,58,6,1,5
9,50,5.5,31,56,6.9,29,26,5,0,5
4,61,4.6,61,2,9.4,19,55,9,1,5
10,57,10.56,69,23,8.8,12,24,4,2,5
31,74,8.4,50,18,8.7,12,4,3,0,5
12,45,10.67,96,97,5.0,29,61,1,2,5
36,42,4.8,84,8,4.3,29,42,3,1,4
38,44,8.9,72,29,7.6,7,67,10,0,5
14,48,7.3,59,95,6.5,16,77,6,0,5
37,67,10.89,92,76,9.5,12,80,0,2,5
14,58,10.56,58,81,6.1,30,90,2,2,5
13,67,10.780000000000001,29,43,6.5,21,35,3,2,5
38,66,9.7,48,52,7.2,4,97,6,1,5
11,52,3.1,59,85,8.8,10,9,2,1,5
10,100,8.2,49,67,5.6,28,21,3,0,5
8,77,5.390000000000001,21,59,9.7,17,85,0,2,5
3,82,7.9,47,22,7.2,28,27,0,1,5
24,92,9.9,66,60,9.0,15,47,9,1,5
22,60,3.3,51,6,7.2,8,59,2,1,5
24,66,7.700000000000001,97,43,8.6,14,83,6,2,5
30,85,8.1,51,54,4.3,18,62,10,1,4
15,45,4.8,46,74,8.8,26,1,5,1,5
27,77,5.06,73,38,7.1,8,22,4,2,5
6,88,3.4,75,58,6.7,14,50,7,1,5
32,50,4.07,50,97,4.7,23,97,10,2,4
26,86,8.36,43,4,8.4,16,79,7,2,5
32,80,6.5,54,41,4.8,19,27,3,1,4
21,92,3.5200000000000005,49,88,5.2,30,77,9,2,5
18,56,9.8,74,91,4.8,27,0,5,0,4
3,95,8.36,83,13,4.0,7,14,0,2,4
26,78,6.6,52,26,8.0,17,14,9,0,5
14,46,4.9,65,15,5.6,5,88,9,0,5
29,69,8.36,52,90,4.9,13,42,8,2,4
7,60,5.5,87,1,5.9,18,4,4,0,5
4,40,7.9,83,18,7.0,18,71,7,0,5
36,64,7.8,49,22,7.0,19,85,9,1,5
19,71,3.9600000000000004,98,40,6.2,23,37,9,2,5
12,98,10.340000000000002,48,13,7.0,18,62,0,2,5
21,96,6.4,81,46,6.6,20,42,3,0,5
6,47,6.38,49,62,8.9,20,50,1,2,5
20,44,10.67,31,89,4.2,17,77,1,2,4
23,69,6.1,86,7,9.2,23,82,1,1,5
20,90,8.0,34,26,5.5,4,25,1,1,5
17,47,8.36,29,39,8.3,17,96,7,2,5
25,88,4.2,80,27,6.4,19,45,5,1,5
5,58,10.89,42,67,5.8,8,11,8,2,5
16,83,6.2,30,60,7.7,20,92,1,1,5
26,98,5.8,35,37,8.6,1,11,0,0,5
36,94,9.4,68,74,6.7,7,28,7,1,5
15,69,6.7,99,23,6.8,8,60,9,0,5
20,54,7.9,33,27,4.4,5,40,2,1,4
39,75,9.790000000000001,25,40,9.5,9,19,2,2,5
37,94,5.06,61,17,9.1,30,97,7,2,5
8,83,4.2,36,48,6.4,7,45,4,0,5
31,66,3.5,61,84,8.6,4,29,7,0,5
20,52,10.230000000000002,29,25,5.9,25,92,1,2,5
26,53,4.4,65,2,8.4,22,38,9,1,5
17,76,5.2,68,76,7.1,27,39,8,0,5
9,93,5.5,28,37,6.8,8,50,1,2,5
19,87,5.1,98,91,4.3,2,1,8,1,4
29,69,8.47,58,13,9.8,5,89,9,2,5
17,78,10.67,21,0,9.0,3,64,5,2,5
20,86,5.3,87,91,8.8,5,27,4,1,5
18,52,5.9,71,99,5.8,24,50,6,1,5
14,97,8.4,30,10,5.7,29,7,6,1,5
8,55,6.0,56,39,7.4,22,30,3,1,5
28,83,10.450000000000001,91,3,9.1,1,38,6,2,5
11,46,7.15,41,33,9.6,7,59,2,2,5
35,87,5.940000000000001,71,64,5.6,10,82,2,2,5
37,94,9.8,24,55,7.6,16,76,6,1,5
26,94,6.6000000000000005,21,9,8.3,1,15,0,2,5
7,66,5.06,24,80,5.4,17,22,7,2,5
25,84,4.2,51,70,6.4,4,10,10,1,5
19,100,10.0,38,63,5.1,16,87,1,1,5
24,94,8.3,23,12,8.2,9,53,0,0,5
7,74,5.9,65,21,9.2,8,73,5,1,5
30,54,9.680000000000001,45,55,9.3,26,68,3,2,5
26,67,6.8,69,64,8.0,19,11,6,1,5
18,74,5.2,45,91,6.1,22,35,2,0,5
25,46,8.2,90,96,8.0,17,56,10,0,5
12,89,9.02,51,12,9.2,10,25,1,2,5
27,85,6.5,63,0,7.8,17,91,10,1,5
35,89,3.3,45,37,6.5,22,79,3,1,5
29,90,3.5,80,57,9.5,21,65,3,0,5
4,85,8.5,70,24,9.0,16,89,10,1,5
12,59,9.680000000000001,78,41,9.3,22,3,3,2,5
39,71,8.47,57,84,9.4,9,92,2,2,5
15,77,8.9,45,32,6.4,28,15,6,1,5
27,100,8.0,64,56,9.2,5,21,4,1,5
22,79,10.230000000000002,50,36,7.4,2,63,10,2,5
31,71,4.1,89,56,4.2,14,69,3,1,4
9,65,5.7,64,97,7.8,17,91,4,0,5
21,97,6.2,50,61,6.8,13,10,6,0,5
33,78,5.1,80,2,5.7,13,41,3,1,5
23,59,8.1,67,29,9.8,27,84,9,0,5
8,57,10.340000000000002,64,66,4.3,13,89,4,2,4
10,89,5.9,79,62,9.7,30,38,5,1,5
2,54,9.6,80,81,5.0,18,46,5,0,5
30,91,7.26,71,22,6.3,24,21,6,2,5
9,61,6.7,71,71,6.5,1,29,9,1,5
5,90,7.2,95,72,8.4,22,29,2,1,5
36,61,4.9,100,65,5.3,21,32,7,1,5
4,92,5.7,81,60,9.9,26,29,4,1,5
8,60,6.9,45,1,8.5,27,36,0,0,5
28,41,9.6,86,26,8.7,25,52,3,1,5
2,79,7.5,98,47,4.6,4,29,10,1,4
28,92,5.3,68,62,6.9,21,25,3,0,5
17,82,3.1,63,99,9.7,5,5,7,0,5
39,57,10.89,55,4,5.6,11,53,9,2,5
8,62,6.5,72,0,4.9,2,55,8,0,4
24,52,9.6,63,21,6.9,27,3,2,1,5
12,80,6.8,41,73,9.6,2,78,10,0,5
34,48,7.2,21,23,6.9,25,35,9,1,5
37,88,8.0,26,58,6.4,29,62,0,0,5
38,46,5.720000000000001,35,78,7.9,28,2,10,2,5
18,80,8.690000000000001,63,96,9.6,16,56,10,2,5
36,93,7.370000000000001,84,49,4.3,3,79,7,2,4
6,40,8.47,92,22,4.9,6,15,8,2,4
33,41,9.790000000000001,90,77,4.8,20,39,3,2,4
4,43,4.3,88,17,4.5,4,52,4,0,4
36,53,7.3,80,88,5.8,5,90,3,1,5
15,71,3.4,49,21,5.4,21,5,3,0,5
32,75,4.07,61,43,7.3,7,20,10,2,5
32,41,8.47,93,43,6.0,7,76,2,2,5
18,79,3.5,44,36,6.4,30,8,9,1,5
25,89,7.920000000000001,90,6,9.7,28,62,3,2,5
24,90,4.5,76,89,4.9,17,42,8,0,4
19,53,5.61,51,23,6.3,6,71,6,2,5
15,59,4.29,69,76,5.5,4,27,5,2,5
16,64,4.7,94,40,7.3,2,44,8,1,5
16,81,9.57,29,69,8.4,6,57,10,2,5
7,88,7.5,41,84,8.9,7,82,1,0,5
28,47,10.56,60,70,7.1,2,28,3,2,5
16,67,3.3,66,17,9.1,18,94,8,0,5
37,85,9.350000000000001,33,78,8.7,10,53,7,2,5
9,60,7.9,22,71,4.9,27,56,0,0,4
16,62,5.28,97,59,5.5,7,32,8,2,5
4,71,8.1,72,51,8.0,9,69,9,1,5
14,47,8.0,35,79,9.8,19,63,1,0,5
35,70,6.820000000000001,80,48,6.3,19,3,0,2,5
25,76,7.8,47,66,5.4,24,15,1,0,5
33,55,6.71,54,44,9.2,2,2,9,2,5
33,79,5.3,21,8,5.2,25,88,10,1,5
31,81,6.3,80,25,8.2,23,62,5,1,5
14,66,9.3,75,25,4.2,24,80,1,1,4
2,79,5.7,74,29,4.1,25,21,0,0,4
35,80,5.8,37,26,6.7,12,81,4,1,5
16,57,7.3,90,79,7.9,30,95,10,0,5
15,74,8.3,68,3,4.9,19,17,1,0,4
30,88,8.1,61,50,8.6,6,56,10,1,5
35,91,3.1,26,82,4.8,30,89,3,0,4
19,54,7.8,23,97,7.2,24,24,10,0,5
8,92,6.2,62,69,5.8,1,27,10,0,5
30,66,6.7,99,78,8.5,15,39,10,0,5
32,56,6.9,78,9,8.8,29,22,7,1,5
26,79,8.1,68,35,4.4,22,7,9,0,4
39,41,8.8,79,45,5.2,19,12,10,1,5
15,88,7.5,25,5,9.4,14,43,5,1,5
9,89,6.9,39,69,6.5,24,46,7,0,5
28,70,5.6,50,78,6.9,25,9,4,0,5
3,100,4.0,41,92,5.0,13,40,1,1,5
18,76,9.7,51,88,10.0,30,66,0,1,5
38,80,6.2,66,82,9.5,29,73,7,1,5
15,80,7.0,53,77,4.0,5,48,0,0,4
26,73,8.3,46,2,7.3,2,63,9,0,5
31,73,3.8500000000000005,63,49,9.2,15,14,8,2,5
30,90,9.0,49,41,6.6,16,87,3,0,5
21,94,8.6,52,77,6.6,7,60,5,0,5
22,98,8.4,46,53,6.3,28,73,5,1,5
23,42,3.2,75,38,4.2,22,51,2,0,4
36,56,7.370000000000001,42,84,8.7,6,84,0,2,5
38,53,3.4,62,54,6.7,28,45,5,1,5
17,53,7.590000000000001,73,10,7.2,17,58,9,2,5
18,85,8.0,87,73,5.5,1,47,4,0,5
17,77,4.29,72,78,8.7,6,38,3,2,5
3,74,7.9,59,29,8.8,6,41,8,0,5
5,40,6.1,79,80,7.3,4,50,3,1,5
22,87,9.57,28,55,9.4,8,49,0,2,5
35,68,6.7,29,28,4.7,29,91,9,0,4
31,43,5.4,29,16,8.7,9,65,5,1,5
7,100,5.3,49,32,7.4,22,40,6,1,5
18,72,9.3,29,20,5.4,10,57,0,1,5
26,56,6.2,77,77,4.8,24,3,8,0,4
6,67,5.8,55,9,5.8,8,48,9,1,5
6,89,3.3,63,86,9.1,2,2,1,0,5
21,65,6.16,76,38,8.7,20,31,6,2,5
17,47,8.9,62,77,7.9,17,46,10,0,5
38,73,8.3,42,46,4.5,1,61,7,0,4
10,98,4.5,23,85,9.7,14,97,7,0,5
6,57,6.490000000000001,31,51,5.8,22,15,0,2,5
3,70,4.4,68,40,7.6,23,67,9,0,5
10,98,10.67,43,91,8.8,5,17,0,2,5
37,66,7.920000000000001,32,46,4.8,24,91,9,2,4
23,55,9.13,87,72,7.9,9,5,3,2,5
23,97,8.8,91,86,4.2,20,64,1,2,4
23,49,9.1,53,70,4.6,17,79,9,1,4
35,79,10.56,28,87,8.3,6,36,3,2,5
30,51,3.2,29,42,4.9,1,72,5,1,4
39,61,10.780000000000001,84,36,6.7,18,62,2,2,5
34,55,10.01,91,72,5.5,28,80,9,2,5
19,51,5.7,93,63,6.5,11,99,2,1,5
8,50,8.9,73,70,4.5,4,97,10,1,4
2,59,8.2,62,59,8.5,20,58,0,0,5
34,90,8.6,78,86,4.5,6,94,4,1,4
2,40,4.5,78,24,9.0,8,33,6,1,5
25,66,7.5,86,21,8.0,19,36,10,1,5
5,42,3.2,80,42,6.5,15,33,5,0,5
5,51,8.9,57,70,9.2,22,44,3,0,5
19,69,10.67,27,69,5.1,19,100,5,2,5
28,48,8.36,84,35,5.6,2,0,2,2,5
33,92,6.6,24,45,4.8,29,52,2,0,4
34,100,8.1,62,21,6.3,28,61,6,1,5
29,93,5.3,79,34,9.9,4,14,8,0,5
37,76,7.4,45,46,5.0,4,94,0,0,5
7,40,8.0,30,32,9.0,12,50,3,0,5
17,81,4.0,53,84,7.9,18,13,9,0,5
35,88,4.0,21,74,4.1,12,97,4,0,4
24,43,8.8,40,12,9.7,27,58,1,2,5
25,54,6.0,45,55,9.8,19,51,9,1,5
14,90,10.12,95,66,9.5,25,0,10,2,5
19,66,5.720000000000001,92,12,7.0,26,98,2,2,5
14,47,3.3,24,49,5.3,25,74,4,0,5
38,99,8.25,28,56,6.3,28,16,7,2,5
18,99,7.8,69,97,7.7,15,55,2,1,5
16,62,6.9,29,27,6.3,10,4,2,1,5
19,54,7.8,77,97,8.2,7,16,5,1,5
24,66,6.7,29,95,8.8,2,17,7,0,5
31,70,8.58,97,86,5.3,13,88,0,2,5
35,78,3.3,55,87,6.4,16,54,6,0,5
5,86,6.16,93,64,9.7,21,98,6,2,5
4,47,4.95,75,23,5.5,8,46,2,2,5
8,69,3.7,81,66,6.1,1,79,2,1,5
19,97,5.06,56,80,4.2,17,48,8,2,4
8,94,4.3,60,6,6.0,27,22,9,1,5
7,81,9.8,67,73,6.2,15,20,10,0,5
23,57,5.5,41,82,4.6,27,28,0,2,4
2,43,5.06,99,23,4.0,22,59,0,2,4
5,86,8.8,80,8,7.5,23,45,1,1,5
30,82,6.490000000000001,94,14,5.8,14,99,5,2,5
22,61,6.0,67,55,4.1,7,9,7,1,4
27,42,6.1,83,85,9.2,30,83,10,0,5
15,54,6.490000000000001,56,16,7.5,19,52,9,2,5
10,74,5.3,60,18,5.0,10,6,0,0,5
13,86,5.0,24,8,9.2,20,29,0,0,5
7,77,9.2,96,63,5.5,25,92,1,1,5
21,72,4.1,71,56,5.4,11,54,6,1,5
25,53,4.73,36,37,9.4,26,64,3,2,5
28,87,7.0,81,82,5.1,29,20,0,0,5
39,40,5.4,71,7,9.3,20,6,7,1,5
9,92,6.6000000000000005,39,5,8.8,21,43,3,2,5
2,88,8.6,35,48,5.9,22,67,6,0,5
25,65,10.230000000000002,26,44,4.2,23,14,10,2,4
8,47,8.5,85,20,4.5,5,97,7,0,4
20,89,4.6,31,92,4.7,7,1,0,0,4
23,55,10.89,62,33,9.3,12,100,1,2,5
36,77,5.5,59,11,6.4,2,2,1,0,5
31,49,4.2,20,38,4.2,7,47,10,1,4
30,81,7.15,77,95,7.3,21,67,4,2,5
23,76,8.1,22,5,5.2,26,46,4,0,5
12,65,3.6,27,80,5.4,5,42,5,0,5
21,67,7.4,94,31,5.0,27,99,1,0,5
30,51,9.0,80,59,8.6,22,26,7,0,5
35,59,4.8,24,7,4.0,12,3,0,0,4
2,88,8.690000000000001,45,37,6.6,25,35,8,2,5
32,53,6.38,92,92,4.5,4,82,4,2,4
31,85,5.9,36,94,7.3,21,97,9,1,5
19,74,5.0,85,18,6.1,21,79,7,1,5
18,68,8.14,70,54,4.2,30,51,7,2,4
39,51,6.050000000000001,66,8,6.8,19,44,1,2,5
15,91,8.8,59,51,7.4,3,50,8,0,5
24,57,9.7,46,27,5.5,28,85,5,1,5
26,83,9.5,59,61,8.6,17,31,2,1,5
16,41,4.1,20,47,6.2,30,1,0,1,5
23,41,3.1,65,38,8.5,4,16,8,0,5
4,98,6.1,30,52,7.5,9,22,2,1,5
20,56,8.1,58,94,9.2,2,43,0,0,5
35,49,9.8,37,62,7.3,29,45,4,0,5
36,57,8.5,66,18,5.1,10,11,7,0,5
2,61,7.1,93,32,8.9,20,53,6,0,5
22,58,3.5200000000000005,40,63,8.7,25,12,4,2,5
30,97,8.8,47,25,9.8,9,73,1,1,5
7,92,4.620000000000001,20,44,4.6,8,67,1,2,4
38,40,3.4,33,0,7.5,18,70,2,1,5
2,63,9.9,39,74,7.0,11,65,5,2,5
2,100,7.0,92,65,8.0,19,14,3,0,5
28,75,4.29,64,34,9.9,22,99,8,2,5
22,64,5.7,80,76,7.2,18,61,2,0,5
17,75,3.9600000000000004,46,97,8.1,19,72,5,2,5
27,70,7.5,75,97,6.1,17,23,3,0,5
17,70,5.5,71,98,5.8,20,69,0,2,5
29,41,9.1,87,95,6.0,27,60,0,0,5
2,58,5.5,56,44,4.2,22,70,10,1,4
37,92,6.5,50,75,5.7,17,79,10,0,5
11,51,3.74,68,32,5.0,30,80,7,2,5
18,49,4.9,72,81,6.7,15,93,2,1,5
24,70,7.7,58,68,6.8,28,71,1,0,5
8,84,9.02,29,82,8.6,16,2,0,2,5
8,100,5.170000000000001,28,30,7.0,17,88,7,2,5
16,61,6.5,32,90,6.8,8,28,8,0,5
35,62,8.7,37,63,5.4,23,20,0,1,5
5,91,6.2700000000000005,31,14,9.1,7,53,7,2,5
15,62,4.29,91,45,4.5,23,5,10,2,4
15,54,6.6000000000000005,24,47,9.9,21,86,0,2,5
17,65,7.2,26,67,6.9,4,10,9,1,5
8,42,3.1,34,82,5.1,29,69,1,1,5
33,62,5.940000000000001,86,84,6.1,7,26,0,2,5
20,59,8.030000000000001,37,39,4.1,11,90,1,2,4
3,100,9.7,57,0,5.0,30,76,1,1,5
11,84,5.9,45,19,6.0,3,59,4,1,5
18,79,4.1,57,21,7.3,25,72,9,0,5
38,96,6.7,78,53,4.8,2,71,2,0,4
13,78,5.0,71,76,8.1,1,26,0,0,5
7,95,4.5,52,64,9.1,24,31,9,0,5
23,47,7.8100000000000005,40,14,7.4,30,92,1,2,5
33,57,10.340000000000002,36,60,5.8,6,32,3,2,5
21,80,8.8,81,78,4.7,14,4,6,0,4
2,45,4.73,78,13,4.1,29,8,0,2,4
7,66,8.4,21,68,8.4,30,12,4,1,5
20,75,4.6,83,48,7.8,4,96,1,1,5
19,54,5.0,44,5,6.9,16,93,7,0,5
7,76,10.340000000000002,60,40,4.6,10,88,1,2,4
34,97,9.4,38,30,5.2,25,5,3,1,5
24,44,4.620000000000001,57,89,8.9,5,73,5,2,5
24,78,3.4,44,63,6.9,29,35,8,1,5
27,48,5.61,58,88,9.8,11,49,9,2,5
14,46,7.1,23,50,10.0,1,60,3,1,5
8,80,9.1,22,58,8.8,17,47,3,1,5
16,59,3.8,53,54,5.5,14,82,6,1,5
28,49,5.9,29,48,5.4,7,10,0,0,4
27,65,5.390000000000001,46,39,5.5,14,16,4,2,5
34,43,3.1,20,14,9.9,29,1,4,0,5
16,77,9.350000000000001,63,69,6.0,1,6,0,2,5
37,63,8.7,71,64,8.2,6,56,5,1,5
28,53,4.5,44,6,9.8,7,30,8,0,5
6,80,4.1,93,61,8.9,11,58,6,1,5
3,40,4.0,84,53,7.6,10,94,1,0,5
34,56,6.820000000000001,99,51,5.0,21,45,3,2,5
17,84,5.170000000000001,30,50,5.0,3,80,7,2,5
24,63,7.26,87,3,7.0,19,78,0,2,5
39,66,5.7,96,0,9.7,28,6,5,1,5
17,46,4.5,34,65,9.4,2,93,2,0,5
15,48,8.3,76,97,5.0,27,13,2,0,5
30,82,4.1,93,34,5.7,12,94,0,0,5
27,74,8.6,83,76,7.5,12,8,7,0,5
36,97,6.9,30,80,6.9,1,8,4,0,5
16,51,8.8,39,9,4.7,14,1,0,0,4
4,60,3.3000000000000003,49,66,6.2,11,85,4,2,5
24,42,9.02,29,67,9.7,8,15,4,2,5
30,54,3.4,73,88,9.7,29,1,10,0,5
35,60,9.7,77,100,7.4,9,78,8,0,5
34,49,7.9,98,92,7.8,18,69,9,0,5
24,72,5.2,48,64,5.3,30,22,2,0,5
8,85,5.720000000000001,20,50,8.5,13,27,8,2,5
4,98,9.0,77,29,4.3,29,42,7,1,4
33,91,10.230000000000002,40,38,5.3,4,62,9,2,5
32,45,9.2,34,9,4.0,16,16,1,0,4
19,41,8.7,86,92,6.3,3,35,8,0,5
8,68,9.57,52,43,9.1,4,18,10,2,5
2,94,7.700000000000001,57,31,9.9,4,4,4,2,5
15,79,3.2,38,43,8.0,8,22,7,1,5
33,72,3.6,23,62,8.5,11,18,7,1,5
7,100,8.25,95,60,5.6,3,0,3,2,5
11,43,6.38,100,64,7.1,19,26,0,2,5
8,98,7.700000000000001,77,40,8.4,28,42,10,2,5
27,43,4.6,89,80,7.0,6,24,8,0,5
35,68,8.25,31,11,4.5,27,53,5,2,4
31,76,4.7,98,1,8.4,3,5,1,1,5
37,99,6.2,36,72,5.3,21,99,3,0,5
22,99,7.040000000000001,20,75,4.6,4,80,10,2,4
18,59,4.2,33,59,6.9,27,75,9,0,5
34,80,9.1,21,24,4.4,4,24,4,0,4
11,62,6.7,23,99,7.8,2,73,5,0,5
13,84,9.1,85,60,7.8,16,45,4,1,5
17,57,4.8,65,98,5.5,25,58,8,0,5
33,88,4.2,69,21,9.8,5,54,9,1,5
16,64,3.1,79,96,8.9,15,23,10,1,5
28,40,3.7,71,55,4.7,5,74,1,1,4
29,93,4.0,67,20,8.5,23,23,10,1,5
18,54,3.6,58,54,6.1,12,2,2,0,5
3,73,10.230000000000002,89,39,8.5,19,39,9,2,5
37,87,10.340000000000002,79,50,8.8,15,19,10,2,5
8,59,10.56,49,21,4.9,28,86,2,2,4
14,93,10.67,46,27,8.0,6,68,2,2,5
16,76,7.040000000000001,93,3,9.2,1,99,5,2,5
26,66,7.370000000000001,74,25,5.9,5,76,7,2,5
24,61,4.29,89,86,4.5,21,99,4,2,4
23,90,4.4,45,59,4.2,25,69,10,2,4
27,44,8.4,61,22,4.7,28,65,5,1,4
34,73,9.0,86,40,4.0,21,92,0,0,4
12,78,8.5,86,57,6.0,24,68,9,1,5
11,42,9.680000000000001,71,7,5.8,19,78,2,2,5
26,56,5.390000000000001,25,95,4.7,28,7,3,2,4
38,63,6.930000000000001,29,50,7.9,11,97,10,2,5
39,63,6.2,57,60,10.0,22,54,6,0,5
25,42,10.0,96,0,9.4,14,36,10,1,5
34,84,9.6,31,29,5.5,14,89,4,0,5
18,46,7.2,65,91,8.6,2,72,0,1,5
25,64,4.0,68,16,9.6,25,71,2,1,5
38,95,5.28,91,22,9.4,22,13,10,2,5
3,42,5.5,82,23,9.3,5,47,1,1,5
33,54,9.1,88,85,8.7,9,88,5,1,5
25,68,4.2,62,68,5.8,17,97,4,0,5
10,89,4.5,79,88,4.5,19,66,2,1,4
5,68,5.4,48,51,6.9,15,31,1,0,5
18,49,9.5,97,70,4.3,29,35,0,1,4
18,71,6.5,93,57,10.0,2,4,1,0,5
31,62,8.25,30,21,6.1,9,78,4,2,5
12,78,5.7,54,58,9.8,11,91,4,1,5
22,48,4.3,42,43,8.6,22,17,8,0,5
22,76,4.6,91,36,6.5,27,10,5,0,5
19,91,9.46,40,33,4.7,6,73,2,2,4
30,79,10.230000000000002,56,99,5.4,15,3,9,2,5
25,53,6.5,47,56,8.0,21,19,10,0,5
11,43,5.5,77,56,9.0,20,4,2,0,5
18,59,8.7,72,39,9.9,4,62,2,0,5
19,67,7.7,47,19,4.8,15,53,7,1,4
21,53,3.3,61,100,4.9,18,64,8,1,4
38,83,5.5,92,16,4.3,7,76,2,0,4
19,73,8.58,80,51,5.6,16,85,0,2,5
18,52,7.700000000000001,98,3,8.9,22,12,10,2,5
10,70,10.780000000000001,52,62,5.2,3,78,7,2,5
15,72,9.1,74,49,7.3,12,72,9,1,5
30,91,3.74,56,81,6.7,7,2,1,2,5
32,78,8.91,66,91,6.0,9,1,6,2,5
5,67,5.4,55,49,7.7,10,11,6,0,5
19,64,8.58,47,15,7.0,30,87,8,2,5
21,71,7.3,29,71,6.0,1,81,7,1,5
10,48,6.5,42,60,8.1,12,55,10,1,5
14,67,9.0,24,43,5.7,27,57,8,0,5
16,97,8.0,25,17,7.9,28,99,0,0,5
28,70,9.2,61,49,9.7,26,88,2,1,5
16,56,5.0,66,92,8.4,24,51,3,0,5
29,92,5.4,47,79,6.5,30,14,2,1,5
38,62,8.14,32,29,8.5,18,0,7,2,5
20,52,9.8,44,48,8.9,1,71,6,1,5
27,94,5.6,26,97,6.0,25,100,4,1,5
27,49,3.5200000000000005,85,93,8.2,18,70,4,2,5
26,55,6.71,99,20,6.6,23,98,3,2,5
27,45,7.48,77,21,8.9,7,44,4,2,5
27,87,8.6,85,46,5.8,17,15,4,0,5
29,50,8.1,55,24,9.6,13,16,3,0,5
19,97,9.8,21,85,7.4,30,29,4,0,5
33,91,8.5,57,55,6.1,10,36,6,1,5
4,42,5.61,93,63,6.5,14,17,8,2,5
3,67,7.5,33,27,6.1,1,99,6,0,5
34,100,7.7,46,32,4.9,23,75,0,0,4
20,80,10.0,34,65,4.4,6,91,8,0,4
18,54,4.0,31,3,5.9,4,10,2,0,5
34,99,4.73,62,79,6.8,19,59,1,2,5
13,52,4.51,76,11,6.2,15,58,9,2,5
4,81,7.1,67,16,4.1,21,69,8,0,4
27,91,3.9,80,35,7.5,21,25,10,1,5
36,95,8.36,63,15,4.9,27,79,1,2,4
9,84,8.6,71,22,5.3,19,37,9,1,5
37,56,6.0,81,71,4.7,30,8,8,1,4
8,46,7.590000000000001,21,8,7.1,22,81,4,2,5
37,67,9.4,90,77,4.6,12,96,5,1,4
17,77,7.700000000000001,50,54,5.5,14,82,6,2,5
25,52,4.5,92,72,6.7,3,72,6,0,5
2,99,5.940000000000001,91,63,5.0,29,45,3,2,5
26,56,6.7,52,46,6.7,4,43,3,0,5
11,54,4.1,24,89,6.1,3,41,4,1,5
17,75,7.3,97,99,9.2,28,72,8,1,5
17,67,10.0,77,66,8.8,12,68,9,0,5
9,54,8.36,96,9,10.0,22,22,0,2,5
30,85,5.6,30,88,7.2,30,33,7,0,5
29,92,5.3,42,3,7.5,9,21,7,1,5
7,50,9.5,64,29,9.7,19,68,6,0,5
17,95,9.1,46,10,6.4,16,64,5,0,5
21,70,6.3,98,50,7.3,30,25,10,0,5
17,43,5.5,75,18,6.3,1,81,2,1,5
8,74,8.8,78,12,7.3,14,54,10,2,5
15,73,5.720000000000001,99,56,4.5,13,89,7,2,4
27,91,3.8,59,99,8.7,23,14,6,1,5
27,66,5.2,37,2,9.9,12,65,7,1,5
15,49,6.0,70,77,4.4,5,52,1,0,4
8,69,5.28,80,73,8.8,20,78,7,2,5
