study_hours_per_week,lecture_attendance,homework_avg,midterm_score,practice_solved,sleep_hours_per_night,days_before_exam,group_project_score,extra_consultations,motivation_level,exam_grade
17,89,7.1,76,75,7.4,11,59,3,0,4
26,94,9.6,84,68,7.8,21,83,4,2,5
8,62,6.8,46,31,6.4,13,57,3,0,3
8,63,3.1,44,35,4.0,5,48,1,0,2
28,94,7.7,79,53,7.6,14,61,7,0,4
25,81,6.7,70,49,7.4,20,81,2,2,4
17,93,6.8,78,69,6.9,11,86,3,2,4
5,54,3.5,29,38,5.6,3,22,1,1,2
24,91,6.8,61,66,7.1,11,82,5,2,4
20,84,6.6,73,73,7.6,17,78,2,2,4
24,81,6.7,64,83,7.1,11,79,3,1,4
20,86,8.3,60,79,6.4,18,72,4,2,4
29,100,9.3,80,76,7.4,26,77,5,2,5
30,94,9.2,99,74,7.5,20,99,6,1,5
6,63,4.1,32,11,6.0,8,46,0,0,2
18,61,5.3,55,53,6.6,7,51,2,0,3
8,54,3.6,34,35,5.3,8,42,2,0,2
32,95,9.2,98,94,7.7,22,93,4,2,5
32,99,8.1,98,82,7.6,28,74,10,1,5
27,93,6.9,69,52,6.7,14,81,4,1,4
39,92,9.6,79,74,8.1,29,82,10,2,5
29,92,7.7,74,77,7.4,18,57,6,2,4
29,100,8.5,84,91,7.3,26,89,7,2,5
8,50,4.2,48,9,4.6,1,51,3,0,2
37,93,10.0,98,86,8.3,20,82,9,2,5
8,52,4.8,49,29,5.0,10,21,1,0,2
6,58,5.3,37,10,5.2,7,49,2,0,2
14,67,6.8,62,44,6.2,13,68,2,2,3
26,92,8.1,78,100,7.2,27,96,10,1,5
26,91,8.8,99,88,7.7,28,82,6,1,5
11,77,6.7,58,57,6.2,15,68,2,0,3
4,57,3.2,31,19,5.2,8,20,3,0,2
9,76,5.3,54,33,6.6,10,50,5,1,3
37,90,8.6,88,81,8.7,29,98,6,0,5
28,76,8.3,71,52,7.5,13,62,3,1,4
26,80,7.0,68,75,7.0,11,82,5,0,4
15,84,7.0,76,52,6.9,20,81,2,2,4
11,75,6.7,52,37,6.0,12,53,3,0,3
26,89,6.7,75,59,7.9,18,83,6,2,4
14,61,5.8,53,49,7.0,6,55,2,2,3
19,94,6.9,73,51,7.5,16,61,7,2,4
8,60,5.3,55,43,6.3,6,66,3,1,3
17,79,5.4,56,43,5.6,8,62,5,1,3
14,75,6.1,50,32,5.9,5,44,1,1,3
24,94,7.6,71,58,7.3,15,61,4,2,4
3,40,3.2,27,37,5.6,10,35,3,1,2
29,93,8.1,62,78,7.6,17,78,5,2,4
20,85,8.2,70,70,7.5,19,68,3,1,4
30,87,8.0,80,54,7.7,11,68,6,1,4
9,66,3.4,41,1,4.0,3,45,2,1,2
37,97,8.6,99,92,8.1,26,76,4,1,5
12,69,7.1,45,46,5.6,6,48,5,0,3
8,73,5.8,51,51,5.6,14,53,4,1,3
27,96,7.9,96,90,8.2,25,85,4,2,5
17,77,8.6,76,67,7.0,12,65,5,1,4
17,75,7.3,72,56,7.4,10,60,3,2,4
40,98,8.4,75,79,8.7,22,94,7,2,5
24,94,8.2,82,80,7.5,25,97,9,2,5
17,63,5.7,54,52,6.4,11,41,2,0,3
8,69,6.4,46,31,6.1,6,50,3,0,3
17,68,6.8,59,36,6.1,15,49,2,1,3
9,50,4.0,39,24,4.5,2,26,0,1,2
38,99,9.0,96,92,7.7,24,89,8,1,5
18,86,6.3,67,72,6.9,10,75,2,2,4
6,53,4.7,24,27,5.7,5,41,2,0,2
17,74,5.7,63,50,6.9,14,67,2,1,3
19,78,6.7,57,37,6.1,8,57,3,2,3
10,59,4.8,26,26,5.0,10,4,3,0,2
8,53,3.1,29,26,5.9,1,43,2,0,2
2,63,5.4,32,14,4.7,4,3,2,0,2
10,44,4.5,48,23,4.5,3,16,0,0,2
24,92,9.0,75,84,7.4,20,88,4,2,5
30,89,9.5,79,93,8.8,24,99,5,1,5
4,56,3.2,21,9,4.9,7,10,1,0,2
8,58,3.2,40,16,5.6,6,6,3,0,2
21,83,7.1,69,77,7.2,17,81,7,2,4
9,52,4.3,23,24,4.8,7,6,2,0,2
39,93,8.6,84,70,8.5,22,84,6,2,5
3,51,5.2,28,40,4.3,7,44,0,0,2
8,78,5.0,46,38,6.6,11,59,1,0,3
18,65,7.0,64,58,6.2,6,43,5,0,3
36,90,8.2,87,94,7.9,26,100,5,0,5
40,95,9.0,86,77,7.9,25,98,6,1,5
29,76,8.6,60,49,6.9,12,68,3,2,4
20,62,4.9,55,56,6.1,8,46,3,1,3
15,78,6.2,58,50,6.7,10,69,5,1,3
17,68,6.0,56,43,6.3,11,57,4,1,3
8,58,4.9,46,23,4.3,3,2,2,0,2
16,75,5.4,55,42,6.4,10,50,4,0,3
6,41,5.2,22,17,5.7,1,27,0,0,2
7,61,4.6,43,23,5.1,9,13,2,0,2
12,75,5.6,57,55,6.3,14,66,3,1,3
31,94,8.7,90,90,7.0,20,78,7,1,5
17,89,7.8,76,80,7.6,11,84,5,1,4
6,43,4.1,40,12,5.6,1,13,0,0,2
34,97,9.3,93,77,8.1,23,97,10,2,5
9,81,6.9,48,36,5.8,14,65,4,1,3
29,84,6.8,63,74,7.4,14,60,2,1,4
33,93,9.1,81,70,8.6,24,98,10,1,5
24,91,7.1,72,52,7.3,19,77,2,2,4
9,64,4.9,59,48,5.8,14,45,1,1,3
20,87,6.6,68,53,6.8,19,73,5,0,4
29,96,8.0,97,73,8.5,29,96,5,2,5
4,54,4.2,20,17,4.0,7,9,2,0,2
27,92,7.2,80,48,7.8,16,81,6,0,4
7,52,3.6,49,10,4.6,6,28,0,0,2
9,49,5.3,24,23,5.5,2,8,3,1,2
10,45,3.4,51,3,5.8,1,13,0,0,2
2,50,5.0,42,8,4.2,1,1,0,1,2
10,49,3.0,21,22,5.1,8,0,0,0,2
28,89,8.4,88,72,8.5,27,93,4,2,5
29,86,6.9,76,76,7.3,10,82,2,2,4
17,76,5.9,57,33,6.3,13,66,5,1,3
28,93,7.0,75,74,7.2,15,63,7,2,4
25,81,7.6,78,69,7.1,18,82,2,1,4
4,48,5.0,33,35,5.9,8,50,3,1,2
8,49,4.9,38,18,5.0,6,15,0,2,2
24,85,7.5,66,56,7.2,15,72,5,0,4
33,94,8.5,82,100,7.7,23,95,4,2,5
9,50,3.2,31,39,5.2,1,19,3,0,2
21,75,8.3,64,67,7.9,11,73,7,1,4
15,86,8.2,63,63,7.1,19,74,5,2,4
10,64,4.6,38,9,5.5,5,22,2,0,2
7,62,4.7,21,30,5.2,1,14,0,0,2
9,72,6.8,48,36,5.9,13,53,1,1,3
40,98,9.0,90,84,8.7,29,84,7,2,5
7,45,3.9,41,41,5.1,4,0,1,1,2
16,78,6.4,62,45,5.9,11,67,1,1,3
40,98,8.8,84,93,7.1,26,100,9,2,5
35,100,10.0,95,95,8.3,21,86,6,2,5
27,85,6.7,63,55,7.3,19,66,5,0,4
8,79,6.3,51,32,6.1,7,64,3,1,3
34,90,8.7,83,95,8.2,20,80,8,2,5
28,90,6.8,65,68,7.0,14,68,2,2,4
17,63,5.2,56,36,6.2,8,68,2,1,3
9,57,4.0,40,29,5.5,11,32,2,0,2
26,90,8.5,95,100,7.4,28,98,10,2,5
5,43,4.5,37,18,4.5,1,49,0,0,2
37,92,9.6,79,91,8.2,22,87,8,2,5
21,95,7.4,67,66,6.9,13,83,4,2,4
9,50,4.8,37,24,5.1,4,47,0,0,2
17,64,5.1,58,41,5.9,8,43,3,2,3
6,44,4.8,39,9,4.1,4,4,2,1,2
26,85,6.9,72,57,6.9,16,64,7,1,4
24,77,8.5,68,53,7.6,18,74,4,2,4
3,52,4.2,44,23,5.3,4,35,2,0,2
8,66,6.6,47,46,6.7,8,67,2,0,3
6,51,3.0,24,32,6.0,2,24,2,0,2
36,95,9.6,77,84,8.1,26,86,9,2,5
5,50,3.0,45,21,4.9,1,29,0,0,2
10,71,6.0,49,50,6.7,9,57,1,2,3
22,86,7.2,61,57,6.5,18,67,4,2,4
40,98,8.9,89,75,7.1,30,99,6,2,5
7,73,5.1,63,34,6.0,10,66,4,0,3
16,59,6.4,55,34,6.9,12,55,3,1,3
20,65,6.6,52,56,6.0,15,64,3,2,3
10,47,4.2,45,23,5.1,1,4,3,0,2
5,63,3.1,20,21,4.8,1,39,2,0,2
29,96,9.6,99,94,8.5,24,100,4,2,5
14,73,5.8,55,44,6.1,11,52,1,1,3
9,61,6.5,65,33,6.6,8,47,4,0,3
8,72,6.3,61,30,6.2,8,69,3,1,3
9,60,6.1,47,58,6.0,14,60,1,2,3
12,63,5.0,61,46,6.1,5,68,5,2,3
19,81,8.3,67,71,8.0,14,80,3,0,4
26,85,7.2,69,56,7.8,10,63,5,0,4
19,65,6.8,47,34,6.5,12,46,5,1,3
38,100,10.0,94,73,7.7,22,78,6,1,5
11,74,5.6,61,35,6.2,14,57,5,1,3
38,98,8.9,91,80,7.2,25,94,9,1,5
6,59,4.1,24,12,4.3,3,8,2,1,2
17,75,5.7,50,55,6.3,15,44,3,2,3
6,48,5.1,24,30,5.7,9,16,2,0,2
33,99,9.2,82,79,8.5,23,77,7,2,5
25,86,6.7,75,73,6.5,14,62,5,0,4
36,92,8.7,90,74,7.1,20,79,8,2,5
12,80,5.9,46,54,6.1,8,42,1,1,3
22,91,7.5,66,77,7.2,18,84,3,2,4
25,83,8.3,65,69,7.1,10,79,2,1,4
32,97,8.6,86,96,7.9,26,95,4,2,5
40,95,8.6,98,75,8.1,23,96,7,2,5
16,71,5.8,65,57,6.6,13,41,4,1,3
16,91,7.6,68,78,7.7,19,77,6,2,4
10,72,5.0,54,60,6.4,15,56,1,2,3
27,93,9.0,78,72,7.4,22,91,10,0,5
15,80,6.3,49,58,6.8,15,66,2,1,3
5,49,4.8,20,9,5.1,6,39,2,0,2
32,100,9.8,86,96,8.6,26,84,9,2,5
8,43,5.6,28,2,6.0,3,10,2,1,2
10,78,5.3,50,47,5.9,14,54,4,2,3
8,55,3.3,42,24,5.5,10,30,2,0,2
25,78,7.3,74,75,6.7,10,59,3,1,4
23,88,7.6,76,59,7.5,14,71,4,2,4
5,49,5.2,30,16,4.5,7,4,1,0,2
3,62,4.5,47,0,4.6,4,43,0,1,2
25,88,7.3,73,56,7.3,14,84,7,2,4
6,67,5.2,25,38,4.8,1,15,2,0,2
20,59,6.1,51,47,5.6,12,45,5,0,3
38,95,8.8,79,95,7.1,24,84,7,2,5
33,99,8.9,88,78,8.8,27,79,10,1,5
27,97,9.3,94,73,7.0,29,98,7,1,5
37,93,10.0,99,88,8.3,25,90,6,2,5
4,45,4.1,25,25,5.3,9,11,0,0,2
10,48,4.1,37,2,4.1,3,11,0,0,2
8,64,3.1,29,26,5.9,6,36,0,0,2
14,66,6.6,61,41,6.2,9,62,5,1,3
5,61,4.9,34,33,5.9,7,2,3,0,2
20,75,6.7,53,46,5.7,15,65,3,0,3
21,77,7.8,76,78,6.8,15,74,2,1,4
9,78,6.4,46,38,6.7,8,44,3,0,3
4,50,3.5,31,40,6.1,3,46,3,0,2
10,54,4.6,25,26,4.4,1,20,2,1,2
10,60,5.6,43,12,5.7,2,14,1,1,2
8,54,4.0,46,34,4.8,6,16,1,0,2
27,76,6.8,72,69,7.3,14,70,6,0,4
17,77,7.6,77,54,7.3,13,85,7,2,4
2,44,3.7,43,34,4.7,1,21,3,0,2
26,90,9.8,91,85,7.4,24,79,4,1,5
24,84,8.3,71,76,7.3,11,70,7,2,4
24,91,9.1,91,79,7.3,28,90,5,1,5
27,84,6.4,75,71,6.7,19,73,6,1,4
31,97,9.7,90,69,7.9,22,78,9,2,5
26,92,10.0,97,83,7.7,22,98,5,2,5
33,96,9.3,87,75,7.5,21,96,8,2,5
9,60,3.5,27,21,4.4,3,28,2,0,2
13,65,5.5,50,45,6.9,13,42,5,0,3
31,98,8.8,81,99,7.8,21,94,10,0,5
6,49,3.5,50,16,4.9,6,43,0,1,2
4,64,5.2,35,15,5.1,5,19,0,0,2
28,89,7.8,63,77,6.7,20,69,7,0,4
19,77,6.0,53,43,6.5,8,53,5,2,3
40,95,8.4,75,79,8.1,21,97,4,2,5
19,65,5.6,58,43,6.6,12,61,4,1,3
7,59,3.1,40,26,5.7,5,25,3,0,2
28,85,7.4,66,69,6.8,20,75,3,2,4
17,82,7.1,72,77,6.5,20,76,2,1,4
15,87,7.2,74,53,6.8,16,85,4,2,4
39,99,9.9,78,75,7.7,25,90,9,0,5
18,70,6.4,65,43,5.6,9,62,5,1,3
5,56,3.2,23,4,4.9,3,16,1,1,2
2,57,4.6,50,25,4.8,4,40,0,0,2
29,93,9.2,76,89,6.9,24,95,8,2,5
39,98,8.5,76,94,8.3,20,94,5,2,5
23,92,7.5,61,77,6.9,17,71,6,2,4
30,96,9.3,99,74,7.6,22,81,4,1,5
7,61,4.7,25,27,4.7,8,42,0,0,2
15,63,6.7,45,56,5.8,13,47,3,0,3
25,82,7.4,63,54,7.5,20,74,3,2,4
13,61,6.4,54,58,6.7,13,59,2,1,3
22,77,8.3,70,71,7.8,11,69,3,1,4
3,62,3.4,40,37,4.3,1,29,0,0,2
14,72,5.3,54,45,5.6,11,65,5,1,3
8,63,5.1,32,22,5.1,1,31,3,0,2
3,40,4.0,36,17,5.6,1,4,1,0,2
32,91,8.7,92,96,8.1,24,80,7,2,5
6,55,3.2,47,42,5.8,2,47,3,0,2
17,83,8.1,69,65,7.3,16,70,7,2,4
36,98,10.0,95,97,8.3,30,74,9,2,5
25,77,8.0,62,77,6.6,13,68,7,1,4
11,67,6.7,47,54,6.8,15,57,2,1,3
21,77,6.8,72,68,6.5,12,78,5,1,4
20,76,5.1,55,59,5.6,10,52,4,1,3
2,48,4.8,33,1,4.6,6,16,1,1,2
6,60,4.4,49,22,4.3,7,22,2,0,2
39,90,9.2,88,73,8.1,26,80,8,2,5
37,97,8.9,100,81,8.7,30,77,10,1,5
33,95,8.6,82,71,7.2,28,84,9,2,5
19,74,8.2,78,77,7.4,14,65,7,2,4
21,94,7.7,61,58,6.8,10,77,5,1,4
20,75,5.8,61,32,5.8,5,55,5,1,3
10,59,3.5,26,21,4.2,2,2,1,0,2
18,88,7.4,61,58,6.8,20,63,5,1,4
9,72,5.2,50,53,6.6,11,46,3,2,3
13,63,5.0,62,39,5.6,8,45,2,1,3
30,88,7.7,79,59,6.9,13,83,2,2,4
36,94,9.4,87,98,8.5,23,77,9,2,5
4,64,3.1,27,6,4.2,1,33,1,1,2
6,49,3.4,28,21,5.1,4,9,3,0,2
10,62,5.0,33,24,5.5,5,33,0,0,2
4,43,5.2,31,20,6.0,10,30,2,1,2
25,93,8.7,94,87,7.2,21,76,4,2,5
11,78,6.8,64,54,6.6,8,59,5,1,3
8,65,6.1,57,53,5.9,14,41,4,1,3
4,51,4.2,41,41,5.6,9,23,0,0,2
37,94,9.9,85,76,8.8,21,82,10,2,5
6,60,5.1,30,36,5.7,10,5,2,0,2
15,65,6.3,51,46,6.6,14,46,4,1,3
19,84,6.5,81,72,6.7,17,80,5,1,4
11,71,5.6,46,33,5.9,10,61,5,1,3
32,93,8.6,85,73,7.9,30,94,7,2,5
19,94,8.2,80,63,7.2,20,75,2,2,4
6,45,4.4,30,5,4.5,4,0,1,1,2
8,70,5.9,62,38,5.8,10,56,3,1,3
9,55,4.6,23,28,5.5,6,2,0,0,2
25,80,7.0,79,67,7.5,17,69,2,2,4
27,91,6.7,72,63,6.7,15,65,2,2,4
18,69,6.5,58,56,6.0,5,59,4,1,3
2,52,4.7,41,28,4.8,4,43,0,0,2
3,45,5.1,36,20,5.8,3,46,3,0,2
25,87,8.4,70,58,7.3,10,64,2,1,4
9,65,4.1,20,12,6.0,10,20,0,0,2
19,84,6.6,75,59,6.9,15,78,3,0,4
29,99,8.9,93,78,7.2,21,96,10,2,5
15,73,6.3,51,33,6.9,13,40,3,1,3
11,44,3.1,42,12,5.3,3,37,3,0,2
10,43,4.0,35,33,5.7,7,37,3,0,2
15,80,7.9,65,57,7.4,15,69,3,1,4
14,75,6.9,46,46,6.1,14,61,4,2,3
28,95,9.5,81,76,7.9,27,78,9,2,5
3,61,3.9,23,28,5.0,8,48,2,0,2
18,86,7.7,68,70,7.6,17,64,2,2,4
30,91,8.4,84,94,8.0,25,81,5,2,5
3,65,4.3,24,11,5.5,6,19,0,0,2
2,57,4.8,45,21,5.5,1,17,3,0,2
21,89,8.3,78,60,6.6,10,70,3,2,4
27,95,9.4,97,91,8.5,28,94,8,1,5
24,84,8.3,74,59,6.9,15,75,5,1,4
4,64,3.2,22,25,5.5,3,42,2,1,2
8,51,4.9,25,15,4.0,1,47,3,0,2
31,84,6.9,73,68,6.6,18,68,5,2,4
16,63,6.7,51,59,7.0,8,52,4,1,3
36,94,8.1,97,99,8.6,24,98,8,1,5
4,43,3.1,43,2,4.9,4,31,0,0,2
14,72,6.0,56,56,6.1,12,51,5,1,3
20,80,7.5,74,53,6.9,17,66,4,0,4
21,88,7.3,79,64,7.7,10,79,4,2,4
14,83,7.1,67,64,7.7,17,68,5,1,4
15,89,7.8,61,76,7.1,17,82,3,2,4
20,86,6.6,74,53,8.0,16,81,3,2,4
30,78,7.5,61,73,6.9,11,58,4,1,4
9,46,5.2,27,34,5.1,7,2,0,0,2
30,91,9.9,88,88,8.2,22,82,8,2,5
23,74,6.9,70,49,6.8,12,87,3,2,4
21,79,7.0,66,67,6.8,14,81,2,1,4
12,63,6.6,55,41,5.7,12,70,5,0,3
15,92,7.1,74,53,6.6,16,60,3,2,4
8,43,4.4,51,29,6.0,1,19,0,0,2
35,96,8.6,91,95,7.7,30,80,6,2,5
3,43,3.2,24,16,4.2,10,39,0,0,2
35,94,10.0,93,76,7.9,27,75,6,2,5
5,45,3.5,35,24,4.3,5,29,3,1,2
35,94,9.8,99,80,8.2,30,74,8,2,5
36,100,9.7,90,73,7.5,27,94,5,2,5
21,92,7.8,68,70,7.6,14,84,5,1,4
11,62,6.4,47,56,6.6,6,44,3,1,3
37,92,9.4,100,72,7.9,22,86,5,2,5
15,65,5.5,49,37,6.5,5,63,3,1,3
22,86,6.8,78,50,7.3,16,70,4,2,4
9,70,6.7,65,35,6.4,8,69,4,0,3
35,89,8.5,95,79,8.3,28,88,6,2,5
7,58,3.7,24,24,5.5,9,49,3,1,2
10,56,5.1,38,13,5.4,4,19,3,0,2
22,85,7.9,76,55,7.0,18,74,3,1,4
8,65,3.5,36,20,4.5,4,11,0,0,2
16,78,6.6,53,39,6.8,14,42,5,1,3
23,86,7.2,69,64,8.0,16,66,2,1,4
17,89,7.4,74,59,7.7,10,70,6,1,4
24,87,8.1,78,74,6.6,18,84,2,2,4
29,84,8.1,67,64,7.2,12,72,6,2,4
10,78,6.4,53,37,5.8,13,60,2,2,3
19,91,6.7,73,51,6.4,16,61,2,2,4
3,63,4.8,26,6,5.7,3,25,1,0,2
26,84,7.0,66,57,6.5,19,62,7,2,4
18,84,7.6,69,79,7.1,11,71,2,2,4
22,86,7.3,67,80,7.5,15,79,7,1,4
34,89,8.2,88,80,8.7,23,83,5,1,5
31,95,8.4,93,71,8.0,28,90,9,2,5
23,92,7.7,78,52,7.2,20,75,3,1,4
40,99,8.3,85,77,7.4,29,76,4,0,5
9,42,3.3,32,34,5.6,4,26,1,1,2
17,76,8.1,76,53,7.7,12,74,2,1,4
5,61,4.0,24,12,5.4,4,21,0,0,2
18,74,7.8,70,52,7.4,13,75,5,2,4
3,52,3.3,47,17,4.0,7,31,1,0,2
30,93,7.9,61,56,8.0,13,67,6,2,4
17,89,6.6,60,77,7.0,18,71,5,2,4
21,77,7.4,72,67,7.5,13,84,4,2,4
16,84,7.5,78,72,7.0,11,66,4,1,4
8,54,4.6,29,8,4.5,5,48,0,1,2
20,84,7.4,68,61,7.0,11,62,7,1,4
24,95,7.0,65,74,6.6,13,65,5,1,4
29,97,9.3,89,83,9.0,29,86,8,2,5
29,91,8.1,80,96,7.4,22,87,6,1,5
2,45,3.9,31,14,4.6,7,7,3,0,2
9,46,4.8,39,31,5.9,7,5,2,0,2
22,86,8.4,75,61,6.9,10,75,4,2,4
33,100,9.4,99,98,8.5,21,96,5,2,5
23,88,8.4,66,79,7.0,18,67,2,2,4
16,64,6.6,49,34,5.9,10,67,3,1,3
26,92,10.0,77,98,8.0,29,78,9,2,5
28,96,8.6,85,74,8.9,25,79,9,2,5
18,73,7.0,59,55,6.1,14,55,2,2,3
15,62,5.5,48,52,5.8,15,58,2,2,3
28,81,7.1,79,80,7.0,11,75,5,2,4
2,51,5.0,28,0,4.3,3,37,1,1,2
16,64,4.9,52,35,6.1,5,51,5,2,3
35,97,8.2,90,97,7.4,27,95,9,2,5
30,92,8.9,97,100,8.5,25,91,6,1,5
21,95,8.1,67,56,7.1,20,85,3,2,4
23,93,7.9,73,59,6.9,19,79,6,2,4
35,92,9.9,80,70,8.1,24,94,4,2,5
19,72,6.6,60,51,6.3,14,67,4,0,3
8,61,3.5,40,19,4.7,6,26,3,1,2
11,70,6.1,63,56,6.2,11,62,1,1,3
10,79,7.0,57,47,6.1,8,44,2,1,3
7,45,4.5,20,2,5.1,9,35,2,0,2
29,93,6.7,76,73,6.7,19,73,7,1,4
7,61,5.3,26,4,5.1,7,1,0,0,2
31,93,8.3,94,90,7.8,29,92,7,2,5
20,75,6.7,72,71,7.3,16,62,4,1,4
14,91,8.5,60,80,7.2,16,76,4,1,4
19,77,8.2,74,50,7.4,18,64,3,1,4
9,62,6.7,63,38,6.7,13,68,2,0,3
18,69,6.2,63,31,6.3,15,69,5,0,3
11,69,6.1,48,48,6.3,12,42,3,1,3
6,60,3.6,45,0,5.0,2,50,3,1,2
32,97,9.9,98,84,8.2,21,90,10,0,5
4,47,3.7,40,32,5.5,10,22,3,0,2
15,68,5.9,61,45,6.4,15,70,5,1,3
27,87,7.1,62,54,7.1,18,70,5,2,4
19,72,6.0,63,56,6.6,14,44,5,1,3
29,97,8.8,82,75,7.8,22,86,4,2,5
39,99,7.9,92,73,8.9,25,87,4,2,5
18,95,7.3,62,50,7.3,13,76,5,0,4
12,61,5.5,67,51,6.2,10,68,4,1,3
28,80,7.1,70,80,6.8,16,72,5,2,4
6,46,5.3,23,18,4.5,3,48,3,0,2
18,93,6.7,59,52,6.6,12,78,5,1,4
26,77,7.6,64,64,6.6,15,70,2,2,4
37,96,8.7,87,78,8.6,22,93,4,2,5
33,90,8.5,100,72,8.4,25,87,5,2,5
8,59,5.3,46,39,6.1,2,34,3,0,2
13,79,6.6,51,31,7.0,15,65,4,1,3
18,93,6.8,76,56,7.3,11,73,6,2,4
4,41,3.7,28,12,4.8,4,21,0,0,2
24,75,8.6,75,52,7.6,15,69,5,2,4
34,98,8.7,91,78,7.8,25,86,5,2,5
19,79,6.0,62,31,6.9,15,48,3,0,3
26,81,7.4,78,65,6.6,10,82,4,2,4
18,79,5.4,57,59,7.0,11,57,1,1,3
15,92,6.7,65,66,7.3,15,72,2,1,4
24,84,6.7,65,64,6.6,10,68,2,1,4
23,84,7.6,64,58,7.6,18,78,7,0,4
22,79,7.6,72,59,7.4,15,80,5,1,4
10,58,3.0,39,23,4.1,7,1,1,0,2
31,98,8.9,77,88,7.7,27,84,5,2,5
30,80,7.2,62,61,7.0,17,61,2,1,4
14,78,5.4,46,45,6.5,6,50,1,1,3
25,95,9.5,81,89,8.6,25,100,8,2,5
26,96,8.8,81,93,8.8,25,94,10,0,5
5,66,3.8,28,26,4.6,3,11,2,1,2
6,61,3.4,24,22,4.3,3,41,0,0,2
16,88,6.8,71,51,7.6,10,75,3,2,4
2,40,3.0,46,2,4.3,1,47,1,0,2
26,94,9.2,85,71,7.5,22,100,5,2,5
18,75,5.8,48,52,6.5,8,62,3,0,3
23,84,8.3,72,62,8.1,16,63,6,2,4
4,53,3.8,47,5,5.5,2,11,2,0,2
17,78,7.1,67,75,6.8,20,85,6,2,4
23,75,7.4,64,78,7.2,14,81,2,1,4
28,90,9.2,77,89,8.7,26,86,8,0,5
6,64,3.9,23,32,4.1,7,18,0,0,2
29,94,6.6,79,55,6.6,14,70,2,2,4
33,100,8.4,78,97,8.5,23,74,10,2,5
26,82,8.2,64,78,7.0,20,81,7,2,4
3,47,3.9,26,11,5.4,10,11,2,1,2
26,100,8.2,80,75,7.7,27,86,5,2,5
18,64,6.9,59,51,6.5,13,62,3,2,3
38,94,8.5,94,76,7.9,30,81,10,2,5
8,54,3.6,43,27,4.8,4,5,2,0,2
4,51,3.1,37,18,5.5,8,10,1,1,2
26,83,8.0,73,62,7.8,17,70,4,1,4
18,61,5.6,57,59,6.1,10,51,3,0,3
31,97,9.0,95,83,8.6,25,86,7,2,5
4,49,3.3,37,17,5.4,4,8,2,0,2
25,90,10.0,80,98,7.4,29,78,6,2,5
10,72,5.7,50,60,6.9,14,41,3,1,3
3,52,3.8,30,16,5.9,10,22,1,0,2
14,81,6.9,44,50,5.9,15,53,1,0,3
10,40,4.1,28,11,5.5,5,19,3,0,2
30,94,7.6,71,71,7.4,15,59,4,0,4
28,88,7.4,63,63,6.9,20,61,5,1,4
30,94,9.5,100,71,7.8,28,97,5,1,5
34,97,8.2,85,82,7.1,20,93,10,2,5
24,78,6.9,69,74,8.0,16,75,7,1,4
21,83,7.4,64,77,6.7,10,68,3,0,4
17,70,5.1,49,38,5.5,15,54,3,0,3
37,93,8.5,96,84,7.2,25,77,7,1,5
20,70,4.9,66,57,6.6,11,41,1,0,3
29,96,9.1,96,82,8.7,23,91,10,1,5
21,86,7.9,77,65,7.3,11,84,2,2,4
5,62,5.0,44,10,5.3,1,41,1,0,2
16,80,7.8,62,53,6.6,16,69,4,1,4
28,98,8.2,84,79,8.4,21,82,4,2,5
39,100,8.6,80,93,7.3,25,100,9,1,5
2,47,3.6,38,16,5.3,5,47,1,0,2
9,70,5.3,53,29,6.8,11,66,2,0,3
27,96,9.5,95,82,8.2,20,76,5,0,5
24,84,8.0,79,62,8.0,10,59,4,0,4
40,100,8.5,93,83,8.3,23,96,9,1,5
18,77,8.1,62,55,6.6,11,61,2,1,4
17,79,6.1,48,39,6.2,13,42,4,0,3
24,94,8.0,75,73,7.9,20,61,2,0,4
28,93,9.5,77,80,8.6,26,77,8,2,5
34,93,8.8,85,100,7.7,26,97,5,2,5
22,84,6.7,74,60,7.3,10,63,4,2,4
19,77,6.6,66,50,7.0,16,83,2,1,4
3,64,4.7,47,33,4.2,2,0,3,1,2
19,68,5.6,55,57,5.7,5,49,4,0,3
14,80,6.7,66,53,7.8,11,82,7,1,4
30,88,8.4,76,48,7.7,11,85,5,2,4
5,46,4.6,41,40,4.2,11,11,2,0,2
5,51,4.6,32,18,5.8,6,46,3,1,2
20,80,5.7,62,48,7.0,7,45,3,2,3
28,90,9.2,76,75,8.6,25,84,5,2,5
26,93,6.8,65,62,7.5,16,64,4,1,4
29,92,9.5,88,69,7.1,27,98,9,2,5
3,42,4.0,42,1,5.7,10,43,2,0,2
36,90,8.2,77,92,8.8,30,80,10,2,5
36,94,8.9,74,99,7.0,23,91,4,1,5
28,98,9.4,73,97,7.7,27,81,8,2,5
17,75,6.6,64,62,6.9,12,75,5,1,4
17,68,6.4,48,51,6.4,5,64,5,2,3
25,93,8.5,61,69,7.8,15,61,6,0,4
35,94,8.6,98,97,9.1,26,97,7,1,5
25,85,7.7,62,68,7.4,14,69,2,2,4
22,81,6.8,67,52,7.7,19,69,7,1,4
22,76,7.3,73,55,7.6,10,79,7,1,4
21,94,8.4,73,71,6.7,19,63,4,2,4
15,71,6.6,64,58,6.0,10,69,5,0,3
39,99,9.4,95,84,7.6,25,95,4,1,5
21,93,7.7,64,60,6.5,13,60,3,2,4
28,87,7.9,75,64,7.9,18,72,2,1,4
10,68,5.9,50,51,6.0,9,46,4,1,3
35,91,8.5,85,86,8.6,28,77,7,2,5
